idtimemania;tmmconc;tmmdata;tmmlocal;tmmpremioest;tmmpr07;tmmpr06;tmmpr05;tmmpr04;tmmpr03;tmmprtime;tmmgan07;tmmgan06;tmmgan05;tmmgan04;tmmgan03;tmmgantime;tmmd01;tmmd02;tmmd03;tmmd04;tmmd05;tmmd06;tmmd07;tmmdtime;tmmcidadesgan
1456;1456;2020-03-10;SÃO PAULO, SP;5.500.000,00;0,00;0,00;1.290,15;9;3;7,5;0;0;118;2.277;22.828;4.122;1;4;11;25;36;50;78;UBERLÂNDIA/MG;
1457;1457;2020-03-12;SÃO PAULO, SP;5.800.000,00;0,00;34.991,46;731,52;9;3;7,5;0;3;205;3.180;26.423;3.314;6;11;19;20;23;27;78;U.BARBARENSE/SP;
1458;1458;2020-03-14;SÃO PAULO, SP;6.100.000,00;0,00;21.982,92;1.414,60;9;3;7,5;0;5;111;2.241;21.308;5.948;14;26;43;53;65;70;72;RIVER/PI;
1459;1459;2020-03-17;SÃO PAULO, SP;6.600.000,00;0,00;111.956,41;1.289,82;9;3;7,5;0;1;124;2.366;22.558;4.195;33;47;50;58;69;72;80;UBERLÂNDIA/MG;
1460;1460;2020-03-19;SÃO PAULO, SP;6.800.000,00;0,00;32.447,00;1.158,82;9;3;7,5;0;3;120;2.568;23.213;4.726;7;11;26;37;45;77;80;…;
1461;1461;2020-03-21;SÃO PAULO, SP;6.900.000,00;0,00;27.690,26;1.348,55;9;3;7,5;0;3;88;1.909;17.117;3.984;16;29;55;57;69;74;75;BRAGANTINO/SP;
1462;1462;2020-03-24;SÃO PAULO, SP;7.100.000,00;0,00;13.243,78;945,98;9;3;7,5;0;5;100;1.210;12.179;2.442;36;51;53;54;58;59;70;NACIONAL/AM;
1463;1463;2020-03-26;SÃO PAULO, SP;7.400.000,00;0,00;81.169,19;1.449,44;9;3;7,5;0;1;80;1.849;17.425;3.320;2;5;7;22;39;43;70;RORAIMA/RR;
1464;1464;2020-03-28;SÃO PAULO, SP;7.900.000,00;0,00;31.977,22;1.593,54;9;3;7,5;0;3;86;1.893;19.412;3.601;3;12;22;32;63;64;76;NACIONAL/AM;
1465;1465;2020-03-31;SÃO PAULO, SP;8.100.000,00;0,00;104.134,50;1.582,59;9;3;7,5;0;1;94;1.833;19.375;4.360;6;31;46;50;54;65;75;RIO BRANCO/AC;
1466;1466;2020-04-02;SÃO PAULO, SP;8.500.000,00;0,00;19.497,69;1.282,74;9;3;7,5;0;7;152;2.657;26.272;5.158;4;24;37;62;64;73;79;XV PIRACICABA/SP;
1467;1467;2020-04-04;SÃO PAULO, SP;9.000.000,00;0,00;49.366,85;1.419,94;9;3;7,5;0;3;149;3.050;29.634;7.022;1;17;24;29;50;58;62;…;
1468;1468;2020-04-07;SÃO PAULO, SP;9.200.000,00;0,00;36.022,49;1.311,10;9;3;7,5;0;4;157;3.242;31.554;5.926;21;27;35;43;44;72;80;NACIONAL/AM;
1469;1469;2020-04-09;SÃO PAULO, SP;400.000,00;9.364.744,25;30.146,65;1.313,00;9;3;7,5;1;5;164;3.398;32.199;8.196;8;14;17;21;36;39;46;PALMAS/TO;
1470;1470;2020-04-11;SÃO PAULO, SP;600.000,00;0,00;0,00;1.184,77;9;3;7,5;0;0;58;1.098;10.746;2.467;3;13;14;37;50;51;77;PORT.DESPORT/SP;
1471;1471;2020-04-14;SÃO PAULO, SP;800.000,00;0,00;26.582,05;1.766,24;9;3;7,5;0;2;43;1.107;10.824;2.821;22;23;29;62;76;79;80;JOINVILLE/SC;
1472;1472;2020-04-16;SÃO PAULO, SP;1.000.000,00;0,00;0,00;938,85;9;3;7,5;0;0;79;1.334;12.401;2.168;5;10;21;23;24;39;64;RIO BRANCO/ES;
1473;1473;2020-04-18;SÃO PAULO, SP;1.100.000,00;0,00;27.978,16;1.193,09;9;3;7,5;0;2;67;1.250;12.437;2.424;8;13;18;37;43;54;70;CSA/AL;
1474;1474;2020-04-20;SÃO PAULO, SP;1.200.000,00;0,00;25.108,00;1.236,84;9;3;7,5;0;1;29;657;6.242;1.210;8;19;30;31;33;53;80;…;
1475;1475;2020-04-23;SÃO PAULO, SP;1.400.000,00;0,00;59.717,90;1.579,83;9;3;7,5;0;1;54;1.208;11.938;1.676;4;9;29;32;40;50;66;U.BARBARENSE/SP;
1476;1476;2020-04-25;SÃO PAULO, SP;1.600.000,00;0,00;50.503,18;936,97;9;3;7,5;0;1;77;1.297;12.208;7.566;2;5;17;38;51;72;75;…;
1477;1477;2020-04-28;SÃO PAULO, SP;1.700.000,00;0,00;28.630,09;1.278,12;9;3;7,5;0;2;64;1.306;12.501;2.518;12;24;25;46;57;66;73;…;
1478;1478;2020-04-30;SÃO PAULO, SP;1.900.000,00;0,00;20.997,76;1.384,46;9;3;7,5;0;3;65;1.335;14.051;3.771;19;21;32;33;42;45;66;GUARANI/SP;
1479;1479;2020-05-02;SÃO PAULO, SP;2.200.000,00;0,00;0,00;592,41;9;3;7,5;0;0;117;1.729;14.516;6.978;2;5;13;18;22;26;72;FORTALEZA/CE;
1480;1480;2020-05-05;SÃO PAULO, SP;2.300.000,00;0,00;33.238,51;1.396,57;9;3;7,5;0;2;68;1.413;14.365;2.858;4;11;14;18;52;65;75;CSA/AL;
1481;1481;2020-05-07;SÃO PAULO, SP;2.500.000,00;0,00;74.395,89;1.417,06;9;3;7,5;0;1;75;1.556;14.953;3.408;6;20;24;33;48;61;79;PAYSANDÚ/PA;
1482;1482;2020-05-09;SÃO PAULO, SP;2.800.000,00;0,00;0,00;1.295,50;9;3;7,5;0;0;88;1.840;17.261;2.832;12;18;27;28;34;60;67;…;
1483;1483;2020-05-12;SÃO PAULO, SP;100.000,00;2.840.533,53;35.800,62;1.002,81;9;3;7,5;1;2;102;1.789;15.980;2.950;2;9;14;28;32;37;53;…;
1484;1484;2020-05-14;SÃO PAULO, SP;400.000,00;0,00;15.972,63;877,61;9;3;7,5;0;3;78;1.201;10.997;2.674;10;23;45;47;71;73;75;…;
1485;1485;2020-05-16;SÃO PAULO, SP;600.000,00;0,00;50.710,41;1.574,85;9;3;7,5;0;1;46;1.063;10.779;6.255;14;23;30;45;74;76;79;TREZE/PB;
1486;1486;2020-05-19;SÃO PAULO, SP;650.000,00;0,00;49.697,78;1.365,32;9;3;7,5;0;1;52;1.010;9.816;2.744;18;22;26;37;49;58;70;…;
1487;1487;2020-05-21;SÃO PAULO, SP;800.000,00;0,00;48.226,23;1.465,84;9;3;7,5;0;1;47;1.016;10.071;6.597;1;23;46;48;65;66;73;…;
1488;1488;2020-05-23;SÃO PAULO, SP;1.000.000,00;0,00;0,00;1.214,42;9;3;7,5;0;0;66;1.259;11.767;2.736;13;33;36;41;56;74;76;…;
1489;1489;2020-05-26;SÃO PAULO, SP;1.300.000,00;0,00;23.095,22;605,37;9;3;7,5;0;2;109;1.574;12.608;5.778;2;11;13;16;18;31;56;…;
1490;1490;2020-05-28;SÃO PAULO, SP;1.400.000,00;0,00;0,00;1.632,21;9;3;7,5;0;0;49;1.191;11.967;2.175;3;4;28;34;55;65;66;…;
1491;1491;2020-05-30;SÃO PAULO, SP;1.600.000,00;0,00;64.020,16;1.187,75;9;3;7,5;0;1;77;1.337;12.776;2.917;10;22;29;57;70;75;78;…;
1492;1492;2020-06-02;SÃO PAULO, SP;1.800.000,00;0,00;59.528,82;977,48;9;3;7,5;0;1;87;1.623;15.051;2.607;9;13;17;20;25;50;73;…;
1493;1493;2020-06-04;SÃO PAULO, SP;1.900.000,00;0,00;66.159,23;1.050,14;9;3;7,5;0;1;90;1.466;13.189;2.326;9;27;30;42;56;63;64;UNIÃO S.JOÃO/SP;
1494;1494;2020-06-06;SÃO PAULO, SP;2.300.000,00;0,00;23.194,11;1.068,85;9;3;7,5;0;3;93;1.682;15.241;3.001;3;8;11;52;58;59;67;CRICIÚMA/SC;
1495;1495;2020-06-09;SÃO PAULO, SP;2.500.000,00;0,00;0,00;1.721,70;9;3;7,5;0;0;60;1.166;12.221;3.404;18;40;50;52;53;60;68;JUVENTUS/SP;
1496;1496;2020-06-12;SÃO PAULO, SP;2.600.000,00;0,00;29.158,78;1.003,74;9;3;7,5;0;2;83;1.474;12.962;5.092;9;25;27;48;56;68;73;ABC/RN;
1497;1497;2020-06-13;SÃO PAULO, SP;2.800.000,00;0,00;27.873,36;1.225,20;9;3;7,5;0;2;65;1.166;11.698;2.712;4;11;22;34;40;45;69;PAYSANDÚ/PA;
1498;1498;2020-06-16;SÃO PAULO, SP;3.000.000,00;0,00;21.869,98;1.283,95;9;3;7,5;0;3;73;1.449;13.412;6.860;16;23;41;59;65;72;79;…;
1499;1499;2020-06-18;SÃO PAULO, SP;1.000.000,00;0,00;25.263,66;1.463,14;9;3;7,5;0;3;74;1.640;16.354;4.918;33;38;52;56;66;67;80;…;
1500;1500;2020-06-20;SÃO PAULO, SP;3.600.000,00;0,00;40.645,78;735,00;9;3;7,5;0;2;158;2.510;21.262;3.634;1;5;9;22;26;44;57;BARUERI/SP;
1501;1501;2020-06-23;SÃO PAULO, SP;3.800.000,00;0,00;0,00;1.589,17;9;3;7,5;0;0;68;1.493;14.986;13.399;21;25;51;60;62;71;73;VASCO/RJ;
1502;1502;2020-06-25;SÃO PAULO, SP;4.000.000,00;0,00;42.222,55;1.106,75;9;3;7,5;0;2;109;1.796;16.421;4.206;12;26;27;37;42;52;62;PALMAS/TO;
1503;1503;2020-06-27;SÃO PAULO, SP;4.200.000,00;0,00;65.473,57;708,58;9;3;7,5;0;1;132;2.233;20.131;14.754;3;10;19;27;30;43;73;GRÊMIO/RS;
1504;1504;2020-06-30;SÃO PAULO, SP;4.500.000,00;0,00;77.703,56;1.387,56;9;3;7,5;0;1;80;1.520;15.083;12.842;3;16;30;39;41;47;61;VASCO/RJ;
1505;1505;2020-07-02;SÃO PAULO, SP;4.800.000,00;0,00;16.375,68;1.124,70;9;3;7,5;0;5;104;2.297;21.257;12.780;19;22;25;49;65;79;80;FLUMINENSE/RJ;
1506;1506;2020-07-04;SÃO PAULO, SP;5.100.000,00;0,00;97.888,88;1.418,68;9;3;7,5;0;1;69;1.664;17.545;5.086;4;31;37;46;51;58;61;…;
1507;1507;2020-07-07;SÃO PAULO, SP;5.300.000,00;0,00;15.052,47;1.000,16;9;3;7,5;0;6;129;2.349;21.804;4.300;3;7;17;26;58;66;73;…;
1508;1508;2020-07-09;SÃO PAULO, SP;5.500.000,00;0,00;22.508,43;925,32;9;3;7,5;0;4;139;2.280;21.198;4.627;11;13;16;46;49;64;80;PAYSANDU/PA;
1509;1509;2020-07-11;SÃO PAULO, SP;6.000.000,00;0,00;48.677,16;1.760,47;9;3;7,5;0;2;79;1.648;17.257;4.429;16;31;34;44;49;50;78;FIGUEIRENSE/SC;
1510;1510;2020-07-14;SÃO PAULO, SP;6.200.000,00;0,00;21.922,27;1.149,26;9;3;7,5;0;4;109;1.961;18.058;5.771;17;32;50;53;57;65;79;REMO/PA;
1511;1511;2020-07-16;SÃO PAULO, SP;6.300.000,00;0,00;27.871,76;1.357,39;9;3;7,5;0;3;88;1.799;17.082;7.280;23;47;48;64;68;76;77;CEARÁ/CE;
1512;1512;2020-07-18;SÃO PAULO, SP;6.600.000,00;0,00;93.755,56;1.695,39;9;3;7,5;0;1;79;1.769;17.109;5.369;28;32;34;41;46;58;71;JUVENTUDE/RS;
1513;1513;2020-07-21;SÃO PAULO, SP;6.900.000,00;0,00;0,00;1.886,81;9;3;7,5;0;0;64;1.615;16.755;7.060;12;37;38;50;55;75;76;CEARÁ/CE;
1514;1514;2020-07-23;SÃO PAULO, SP;7.400.000,00;0,00;88.857,44;1.175,36;9;3;7,5;0;1;108;1.866;18.239;4.542;5;21;26;41;47;75;80;VILA NOVA/GO;
1515;1515;2020-07-25;SÃO PAULO, SP;7.700.000,00;0,00;113.162,20;1.616,60;9;3;7,5;0;1;100;2.086;20.463;6.567;21;32;34;40;46;48;73;…;
1516;1516;2020-07-28;SÃO PAULO, SP;8.000.000,00;0,00;56.004,94;1.111,20;9;3;7,5;0;2;144;2.353;22.803;5.277;16;25;27;56;65;71;73;FIGUEIRENSE/SC;
1517;1517;2020-07-30;SÃO PAULO, SP;8.200.000,00;0,00;28.418,77;1.517,69;9;3;7,5;0;4;107;2.130;21.731;3.485;25;26;43;50;51;67;73;U.BARBARENSE/SP;
1518;1518;2020-08-01;SÃO PAULO, SP;8.500.000,00;0,00;28.046,13;1.014,32;9;3;7,5;0;4;158;2.777;25.865;15.232;17;37;42;44;55;63;79;FLUMINENSE/RJ;
1519;1519;2020-08-04;SÃO PAULO, SP;9.200.000,00;0,00;30.337,72;1.111,27;9;3;7,5;0;4;156;2.981;28.829;26.298;2;10;18;34;47;61;75;PALMEIRAS/SP;
1520;1520;2020-08-06;SÃO PAULO, SP;9.500.000,00;0,00;37.646,50;1.311,72;9;3;7,5;0;4;164;3.324;31.514;5.951;11;14;20;50;54;57;74;RORAIMA/RR;
1521;1521;2020-08-08;SÃO PAULO, SP;10.000.000,00;0,00;175.525,49;1.326,72;9;3;7,5;0;1;189;3.569;35.718;7.160;4;9;46;55;62;78;79;UBERLÂNDIA/MG;
1522;1522;2020-08-11;SÃO PAULO, SP;10.300.000,00;0,00;154.148,46;1.303,03;9;3;7,5;0;1;169;3.376;31.156;11.595;17;40;46;55;58;64;69;SANTA CRUZ/PE;
1523;1523;2020-08-13;SÃO PAULO, SP;10.800.000,00;0,00;30.770,46;1.495,16;9;3;7,5;0;5;147;2.796;28.331;6.486;21;45;51;53;62;64;75;SERGIPE/SE;
1524;1524;2020-08-15;SÃO PAULO, SP;500.000,00;10.857.612,68;26.489,05;1.282,76;9;3;7,5;1;6;177;3.873;35.385;12.848;17;22;24;26;45;66;74;TREZE/PB;
1525;1525;2020-08-18;SÃO PAULO, SP;600.000,00;0,00;17.760,73;827,36;9;3;7,5;0;3;92;1.532;12.860;2.294;13;33;47;48;52;69;77;CRICIÚMA/SC;
1526;1526;2020-08-20;SÃO PAULO, SP;800.000,00;0,00;49.280,34;1.353,85;9;3;7,5;0;1;52;1.042;10.188;3.913;6;10;29;32;39;40;55;ATHLÉTICO/PR;
1527;1527;2020-08-22;SÃO PAULO, SP;900.000,00;0,00;56.422,99;1.168,17;9;3;7,5;0;1;69;1.489;13.677;2.751;7;12;33;46;48;53;54;PAYSANDU/PA;
1528;1528;2020-08-25;SÃO PAULO, SP;1.000.000,00;0,00;51.481,67;1.793,78;9;3;7,5;0;1;41;870;9.225;2.216;33;34;39;41;48;51;67;CRICIÚMA/SC;
1529;1529;2020-08-27;SÃO PAULO, SP;1.300.000,00;0,00;26.280,35;1.230,92;9;3;7,5;0;2;61;1.122;10.789;2.523;2;4;16;39;43;69;77;PONTE PRETA/SP;
1530;1530;2020-08-29;SÃO PAULO, SP;1.500.000,00;0,00;0,00;1.255,67;9;3;7,5;0;0;71;1.204;12.345;3.279;19;22;29;43;67;71;76;RIVER/PI;
1531;1531;2020-09-01;SÃO PAULO, SP;1.600.000,00;0,00;15.978,07;585,27;9;3;7,5;0;3;117;1.834;15.728;10.171;10;12;19;21;23;36;43;VASCO/RJ;
1532;1532;2020-09-03;SÃO PAULO, SP;1.800.000,00;0,00;29.934,97;1.140,37;9;3;7,5;0;2;75;1.123;11.210;3.093;7;20;35;49;60;61;72;MIXTO/MT;
1533;1533;2020-09-05;SÃO PAULO, SP;2.000.000,00;0,00;0,00;1.634,57;9;3;7,5;0;0;43;1.068;12.038;2.625;1;17;34;41;60;70;75;SÃO RAIMUNDO/AM;
1534;1534;2020-09-08;SÃO PAULO, SP;2.300.000,00;0,00;12.565,55;1.055,92;9;3;7,5;0;4;68;1.169;11.060;2.264;1;8;17;47;75;78;79;FIGUEIRENSE/SC;
1535;1535;2020-09-10;SÃO PAULO, SP;2.500.000,00;0,00;21.617,99;1.425,36;9;3;7,5;0;3;65;1.357;13.301;2.704;4;6;20;38;52;62;80;YPIRANGA/AP;
1536;1536;2020-09-12;SÃO PAULO, SP;2.700.000,00;0,00;0,00;994,78;9;3;7,5;0;0;88;1.403;13.343;5.947;8;9;25;32;46;70;77;GOIÁS/GO;
1537;1537;2020-09-15;SÃO PAULO, SP;2.900.000,00;0,00;15.283,20;900,33;9;3;7,5;0;4;97;1.733;15.358;2.435;3;10;15;30;43;52;80;UBERLÂNDIA/MG;
1538;1538;2020-09-17;SÃO PAULO, SP;3.000.000,00;0,00;56.583,99;833,34;9;3;7,5;0;1;97;1.552;14.332;11.125;5;23;39;52;58;59;77;VASCO DA GAMA/RJ;
1539;1539;2020-09-19;SÃO PAULO, SP;3.300.000,00;0,00;71.160,86;1.155,20;9;3;7,5;0;1;88;1.686;16.326;13.146;8;23;26;31;44;59;78;VASCO DA GAMA/RJ;
1540;1540;2020-09-22;SÃO PAULO, SP;3.600.000,00;0,00;0,00;1.581,67;9;3;7,5;0;0;66;1.278;13.649;3.143;15;49;55;59;61;76;77;RIO BRANCO/ES;
1541;1541;2020-09-24;SÃO PAULO, SP;3.700.000,00;0,00;11.777,07;1.097,24;9;3;7,5;0;6;92;1.844;17.357;3.385;4;7;21;45;72;79;80;CRICIÚMA/SC;
1542;1542;2020-09-26;SÃO PAULO, SP;4.000.000,00;0,00;19.303,99;1.161,14;9;3;7,5;0;4;95;1.804;17.147;4.881;7;11;37;44;47;66;74;AMÉRICA/RJ;
1543;1543;2020-09-29;SÃO PAULO, SP;4.200.000,00;0,00;40.621,21;1.415,37;9;3;7,5;0;2;82;1.786;17.407;3.053;14;17;26;34;38;49;80;OPERÁRIO/MS;
1544;1544;2020-10-01;SÃO PAULO, SP;4.600.000,00;0,00;81.301,19;860,33;9;3;7,5;0;1;135;2.353;20.443;4.670;3;10;16;22;24;25;40;RIVER/PI/STRONG>;
1545;1545;2020-10-03;SÃO PAULO, SP;4.800.000,00;0,00;17.026,37;1.737,38;9;3;7,5;0;5;70;1.785;16.840;12.144;20;36;55;62;72;74;76;BAHIA/BA;
1546;1546;2020-10-06;SÃO PAULO, SP;5.000.000,00;0,00;38.581,20;975,50;9;3;7,5;0;2;113;2.004;18.270;4.213;3;16;19;25;37;39;67;BOTAFOGO/PB;
1547;1547;2020-10-08;SÃO PAULO, SP;5.300.000,00;0,00;8.457,94;601,40;9;3;7,5;0;11;221;2.996;24.216;5.352;3;10;12;18;21;26;41;BANGU/RJ;
1548;1548;2020-10-10;SÃO PAULO, SP;5.500.000,00;0,00;18.506,79;1.555,19;9;3;7,5;0;6;102;2.018;21.751;9.838;18;28;30;38;50;55;73;TREZE/PB;
1549;1549;2020-10-13;SÃO PAULO, SP;5.900.000,00;0,00;73.370,35;1.164,60;9;3;7,5;0;1;90;1.489;15.869;14.151;21;28;30;49;54;59;76;BOTAFOGO/RJ;
1550;1550;2020-10-15;SÃO PAULO, SP;6.200.000,00;0,00;48.701,48;1.830,88;9;3;7,5;0;2;76;1.793;17.349;4.842;3;39;41;53;60;66;70;JI-PARANÁ / RO;
1551;1551;2020-10-17;SÃO PAULO, SP;6.500.000,00;0,00;18.928,77;1.118,94;9;3;7,5;0;6;145;2.736;25.514;4.868;3;9;23;33;36;41;51;RIO BRANCO/AC;
1552;1552;2020-10-20;SÃO PAULO, SP;6.700.000,00;0,00;45.119,49;1.193,63;9;3;7,5;0;2;108;2.111;20.305;4.487;12;26;48;67;71;77;80;PAYSANDU/PA;
1553;1553;2020-10-22;SÃO PAULO, SP;6.900.000,00;0,00;90.492,58;1.332,73;9;3;7,5;0;1;97;1.885;19.459;3.032;3;13;28;39;50;72;73;UNIÃO S.JOÃO/SP;
1554;1554;2020-10-24;SÃO PAULO, SP;7.500.000,00;0,00;26.941,46;910,95;9;3;7,5;0;4;169;2.914;24.980;5.773;1;10;14;25;47;48;50;….;
1555;1555;2020-10-27;SÃO PAULO, SP;7.700.000,00;0,00;98.476,12;944,16;9;3;7,5;0;1;149;2.215;20.325;5.745;2;7;42;57;63;64;67;AMÉRICA/RN;
1556;1556;2020-10-29;SÃO PAULO, SP;8.000.000,00;0,00;54.761,12;802,36;9;3;7,5;0;2;195;3.481;29.713;5.182;7;8;13;15;19;26;72;CSA/AL;
1557;1557;2020-10-31;SÃO PAULO, SP;8.300.000,00;0,00;24.567,58;895,32;9;3;7,5;0;5;196;3.447;30.109;6.804;4;19;27;49;52;56;79;AMERICANO/RJ;
1558;1558;2020-11-03;SÃO PAULO, SP;8.500.000,00;0,00;20.957,30;1.076,94;9;3;7,5;0;5;139;2.447;23.063;5.780;7;8;17;18;21;39;40;…..;
1559;1559;2020-11-05;SÃO PAULO, SP;9.200.000,00;0,00;31.099,02;1.278,47;9;3;7,5;0;4;139;2.757;26.991;7.591;7;15;24;34;45;63;79;GUARANI/SP;
1560;1560;2020-11-07;SÃO PAULO, SP;100.000,00;9.262.137,45;137.594,50;1.546,00;9;3;7,5;1;1;89;2.202;23.788;7.694;22;23;31;40;41;64;73;IPATINGA/MG;
1561;1561;2020-11-10;SÃO PAULO, SP;200.000,00;0,00;23.849,59;1.174,85;9;3;7,5;0;2;58;1.171;10.599;2.851;11;15;17;20;48;51;71;GAMA/DF;
1562;1562;2020-11-12;SÃO PAULO, SP;350.000,00;0,00;24.054,71;1.374,55;9;3;7,5;0;2;35;819;8.007;2.320;31;32;41;47;57;66;73;PAYSANDU/PA;
1563;1563;2020-11-14;SÃO PAULO, SP;500.000,00;0,00;52.026,60;1.198,76;9;3;7,5;0;1;62;1.218;11.467;2.531;6;17;21;33;44;53;64;MOTO CLUBE/MA;
1564;1564;2020-11-17;SÃO PAULO, SP;800.000,00;0,00;0,00;1.627,29;9;3;7,5;0;0;38;834;8.778;2.085;19;28;35;40;43;74;75;PALMAS/TO;
1565;1565;2020-11-19;SÃO PAULO, SP;900.000,00;0,00;15.107,69;1.660,18;9;3;7,5;0;3;39;906;8.922;2.834;6;9;31;32;48;57;72;AMÉRICA/RJ;
1566;1566;2020-11-21;SÃO PAULO, SP;1.100.000,00;0,00;13.217,99;1.258,85;9;3;7,5;0;4;60;971;10.099;2.458;2;21;28;42;68;69;74;PONTE PRETA/SP;
1567;1567;2020-11-24;SÃO PAULO, SP;1.200.000,00;0,00;48.646,85;1.052,96;9;3;7,5;0;1;66;1.035;9.343;2.210;29;32;34;36;47;67;79;INTER LIMEIRA/SP;
1568;1568;2020-11-26;SÃO PAULO, SP;1.300.000,00;0,00;46.883,92;1.456,02;9;3;7,5;0;1;46;854;8.549;6.988;15;31;40;45;61;68;78;CRUZEIRO/MG;
1569;1569;2020-11-28;SÃO PAULO, SP;1.600.000,00;0,00;59.420,27;1.178,97;9;3;7,5;0;1;72;1.354;13.108;2.743;8;10;17;31;32;34;63;PALMAS/TO;
1570;1570;2020-12-01;SÃO PAULO, SP;1.700.000,00;0,00;18.553,90;946,62;9;3;7,5;0;3;84;1.386;12.677;1.601;2;4;18;27;29;45;63;PAULISTA/SP;
1571;1571;2020-12-03;SÃO PAULO, SP;1.800.000,00;0,00;55.225,11;1.610,06;9;3;7,5;0;1;49;1.165;11.268;3.883;6;36;39;43;44;71;77;AMÉRICA/MG;
1572;1572;2020-12-05;SÃO PAULO, SP;2.100.000,00;0,00;64.440,90;1.461,24;9;3;7,5;0;1;63;1.375;12.978;5.082;36;50;52;56;64;72;75;TREZE/PB;
1573;1573;2020-12-08;SÃO PAULO, SP;2.200.000,00;0,00;27.663,67;1.491,30;9;3;7,5;0;2;53;1.247;12.126;2.160;12;18;21;34;47;57;72;BARUERI/SP;
1574;1574;2020-12-10;SÃO PAULO, SP;2.500.000,00;0,00;53.820,91;718,57;9;3;7,5;0;1;107;1.882;16.345;9.072;3;13;17;27;37;54;59;ATLÉTICO/MG;
1575;1575;2020-12-12;SÃO PAULO, SP;2.600.000,00;0,00;70.607,23;1.461,84;9;3;7,5;0;1;69;1.457;14.016;3.467;2;9;32;48;63;65;67;BOTAFOGO/PB;
1576;1576;2020-12-15;SÃO PAULO, SP;2.700.000,00;0,00;19.642,17;905,16;9;3;7,5;0;3;93;1.781;15.709;2.843;5;10;13;22;48;54;73;PALMAS/TO;
1577;1577;2020-12-17;SÃO PAULO, SP;3.000.000,00;0,00;0,00;1.591,68;9;3;7,5;0;0;55;1.111;10.863;3.043;21;29;34;38;46;60;77;MIXTO/MT;
1578;1578;2020-12-19;SÃO PAULO, SP;3.100.000,00;0,00;72.519,33;959,25;9;3;7,5;0;1;108;1.795;15.311;3.353;3;17;37;50;56;59;73;CSA/AL;
1579;1579;2020-12-22;SÃO PAULO, SP;3.500.000,00;0,00;71.534,93;1.261,63;9;3;7,5;0;1;81;1.480;14.360;2.755;3;15;34;48;53;71;76;S.RAIMUNDO/AM;
1580;1580;2020-12-24;SÃO PAULO, SP;3.600.000,00;0,00;15.627,84;1.102,49;9;3;7,5;0;4;81;1.623;14.863;8.914;7;25;28;34;48;55;61;CRUZEIRO/MG;
1581;1581;2020-12-26;SÃO PAULO, SP;3.800.000,00;0,00;58.383,92;1.813,16;9;3;7,5;0;1;46;1.276;12.595;8.845;6;7;31;42;49;53;60;ATLÉTICO/MG;
1582;1582;2020-12-29;SÃO PAULO, SP;4.000.000,00;0,00;81.167,83;1.114,94;9;3;7,5;0;1;104;1.980;17.980;7.127;14;18;23;29;41;49;54;VITÓRIA/BA;
1583;1583;2020-12-31;SÃO PAULO, SP;4.300.000,00;0,00;79.180,97;1.688,29;9;3;7,5;0;1;67;1.492;15.491;4.161;1;4;32;59;62;71;79;JUVENTUDE/RS;
1584;1584;2021-01-05;SÃO PAULO, SP;4.700.000,00;0,00;28.879,66;1.628,55;9;3;7,5;0;3;76;1.475;15.397;3.008;1;22;28;62;64;67;78;RORAIMA/RR;
1585;1585;2021-01-07;SÃO PAULO, SP;4.800.000,00;0,00;11.729,07;1.585,00;9;3;7,5;0;7;74;1.560;15.909;4.653;2;22;34;44;58;64;74;PORT.DESP/SP;
1586;1586;2021-01-09;SÃO PAULO, SP;5.100.000,00;0,00;41.691,29;1.228,02;9;3;7,5;0;2;97;2.135;18.886;6.582;6;28;29;35;55;75;80;SPORT/PE;
1587;1587;2021-01-12;SÃO PAULO, SP;5.300.000,00;0,00;28.127,79;1.086,01;9;3;7,5;0;3;111;2.217;20.257;15.112;17;22;30;34;37;42;59;VASCO DA GAMA/RJ;
1588;1588;2021-01-14;SÃO PAULO, SP;5.600.000,00;0,00;0,00;973,36;9;3;7,5;0;0;126;2.411;21.957;15.583;3;11;12;23;36;67;78;VASCO DA GAMA/RJ;
1589;1589;2021-01-16;SÃO PAULO, SP;6.100.000,00;0,00;14.085,65;985,01;9;3;7,5;0;7;143;2.619;24.431;7.319;3;15;17;25;27;72;75;SPORT/PE;
1590;1590;2021-01-19;SÃO PAULO, SP;6.400.000,00;0,00;26.886,87;960,24;9;3;7,5;0;4;160;2.866;25.335;4.438;2;19;21;27;28;56;65;DESPORTIVA/ES;
1591;1591;2021-01-21;SÃO PAULO, SP;100.000,00;6.344.211,72;5.467,15;319,59;9;3;7,5;1;16;391;4.070;28.346;18.277;1;8;9;11;12;21;24;GRÊMIO/RS;
1592;1592;2021-01-23;SÃO PAULO, SP;250.000,00;0,00;0,00;1.383,78;9;3;7,5;0;0;52;937;9.291;2.284;5;21;32;49;55;60;61;FIGUEIRENSE/SC;
1593;1593;2021-01-26;SÃO PAULO, SP;400.000,00;0,00;41.345,20;1.653,81;9;3;7,5;0;1;25;642;7.261;1.477;16;21;26;31;38;59;68;OLARIA/RJ;
1594;1594;2021-01-28;SÃO PAULO, SP;600.000,00;0,00;39.525,59;868,69;9;3;7,5;0;1;65;903;8.927;1.977;25;29;33;41;45;58;77;BANGU/RJ;
1595;1595;2021-01-30;SÃO PAULO, SP;750.000,00;0,00;48.695,64;1.739,13;9;3;7,5;0;1;40;1.070;10.419;1.826;5;14;26;42;50;72;80;YPIRANGA/SE;
