"idquina";"quiconc";"quidata";"quilocal";"quipremioest";"quipr05";"quipr04";"quipr03";"quipr02";"quigan05";"quigan04";"quigan03";"quigan02";"quid01";"quid02";"quid03";"quid04";"quid05";"quicidadesgan"
3567;3567;"2014-08-21 00:00:00";"";"1.251.544,03";"0";"5.982,89";"123,53";"0";"0";"81";"5604";"0";11;24;28;31;37;""
3568;3568;"2014-08-22 00:00:00";"";"2.005.821,60";"0";"6.491,20";"108,49";"0";"0";"83";"7094";"0";9;13;29;38;78;""
3569;3569;"2014-08-23 00:00:00";"";"2.784.946,66";"0";"8.432,09";"159,38";"0";"0";"66";"4988";"0";15;42;54;61;69;""
3570;3570;"2014-08-25 00:00:00";"";"3.633.320,00";"0";"3.502,78";"88,4";"0";"0";"173";"9792";"0";8;15;22;35;45;""
3571;3571;"2014-08-26 00:00:00";"";"4.554.531,29";"0";"5.928,00";"131,54";"0";"0";"111";"7146";"0";26;44;56;64;65;""
3572;3572;"2014-08-27 00:00:00";"";"5.624.628,98";"0";"9.436,49";"196,95";"0";"0";"81";"5544";"0";39;41;62;65;72;""
3573;3573;"2014-08-28 00:00:00";"";"6.812.779,44";"0";"7.786,05";"146,33";"0";"0";"109";"8285";"0";2;9;43;64;80;""
3574;3574;"2014-08-29 00:00:00";"";"0";"4.015.374,35";"6.170,06";"148,46";"0";"2";"141";"8371";"0";7;52;55;64;73;""
3575;3575;"2014-08-30 00:00:00";"";"564.772,79";"0";"2.944,60";"73,97";"0";"0";"137";"7790";"0";2;16;19;22;36;""
3576;3576;"2014-09-01 00:00:00";"";"1.294.331,32";"0";"10.422,26";"171,45";"0";"0";"50";"4342";"0";4;21;31;62;72;""
3577;3577;"2014-09-02 00:00:00";"";"2.088.677,46";"0";"7.772,47";"164,88";"0";"0";"73";"4916";"0";31;34;51;55;78;""
3578;3578;"2014-09-03 00:00:00";"";"0";"3.013.411,03";"4.052,30";"108,47";"0";"1";"163";"8699";"0";26;43;54;57;65;""
3579;3579;"2014-09-04 00:00:00";"";"556.262,60";"0";"8.108,78";"133,99";"0";"0";"49";"4236";"0";11;34;35;58;73;""
3580;3580;"2014-09-05 00:00:00";"";"1.247.119,62";"0";"5.945,41";"113,42";"0";"0";"83";"6215";"0";6;16;18;41;44;""
3581;3581;"2014-09-06 00:00:00";"";"1.907.925,54";"0";"4.411,26";"116,03";"0";"0";"107";"5811";"0";17;34;53;63;77;""
3582;3582;"2014-09-08 00:00:00";"";"2.650.184,55";"0";"9.141,12";"155,87";"0";"0";"58";"4859";"0";44;50;52;60;70;""
3583;3583;"2014-09-09 00:00:00";"";"3.573.316,27";"0";"5.191,97";"112,58";"0";"0";"127";"8367";"0";23;39;44;54;57;""
3584;3584;"2014-09-10 00:00:00";"";"4.601.335,13";"0";"8.158,88";"165,58";"0";"0";"90";"6335";"0";9;50;51;58;74;""
3585;3585;"2014-09-11 00:00:00";"";"0";"5.736.890,71";"5.793,65";"144,35";"0";"1";"140";"8027";"0";16;23;50;59;65;""
3586;3586;"2014-09-12 00:00:00";"";"0";"599.652,63";"5.491,32";"111,47";"0";"1";"78";"5489";"0";2;5;46;47;51;""
3587;3587;"2014-09-13 00:00:00";"";"591.251,90";"0";"13.623,31";"219,86";"0";"0";"31";"2744";"0";26;35;51;70;78;""
3588;3588;"2014-09-15 00:00:00";"";"1.265.781,66";"0";"4.226,38";"113,91";"0";"0";"114";"6042";"0";15;21;45;47;63;""
3589;3589;"2014-09-16 00:00:00";"";"2.033.291,08";"0";"7.309,61";"154,07";"0";"0";"75";"5083";"0";2;17;30;41;64;""
3590;3590;"2014-09-17 00:00:00";"";"2.896.399,31";"0";"8.006,57";"150,62";"0";"0";"77";"5847";"0";6;46;71;73;78;""
3591;3591;"2014-09-18 00:00:00";"";"0";"3.818.513,93";"4.091,01";"90,54";"0";"1";"161";"10392";"0";11;13;15;37;75;""
3592;3592;"2014-09-19 00:00:00";"";"571.537,38";"0";"11.033,54";"160,48";"0";"0";"37";"3634";"0";18;25;35;41;60;""
3593;3593;"2014-09-20 00:00:00";"";"1.204.920,10";"0";"7.416,66";"144,49";"0";"0";"61";"4473";"0";20;35;45;65;69;""
3594;3594;"2014-09-22 00:00:00";"";"0";"1.940.075,88";"6.482,86";"132,2";"0";"1";"81";"5674";"0";11;28;72;73;74;""
3595;3595;"2014-09-23 00:00:00";"";"548.009,07";"0";"5.756,40";"108,18";"0";"0";"68";"5169";"0";8;35;41;45;54;""
3596;3596;"2014-09-24 00:00:00";"";"1.237.502,26";"0";"6.566,60";"143,52";"0";"0";"75";"4902";"0";13;30;47;50;78;""
3597;3597;"2014-09-25 00:00:00";"";"1.983.126,42";"0";"9.510,51";"155,11";"0";"0";"56";"4905";"0";1;21;28;54;68;""
3598;3598;"2014-09-26 00:00:00";"";"2.790.152,33";"0";"6.781,73";"159,68";"0";"0";"85";"5157";"0";15;30;46;58;79;""
3599;3599;"2014-09-27 00:00:00";"";"3.615.427,24";"0";"4.678,43";"108,61";"0";"0";"126";"7753";"0";9;35;45;71;73;""
3600;3600;"2014-09-29 00:00:00";"";"0";"2.272.297,26";"5.821,85";"130,02";"0";"2";"114";"7292";"0";42;43;72;75;78;""
3601;3601;"2014-09-30 00:00:00";"";"0";"543.303,28";"6.159,90";"111,12";"0";"1";"63";"4989";"0";2;6;7;31;79;""
3602;3602;"2014-10-01 00:00:00";"";"0";"292.833,04";"2.337,06";"108,57";"0";"2";"179";"5504";"0";19;28;30;43;45;""
3603;3603;"2014-10-02 00:00:00";"";"572.792,07";"0";"11.057,76";"191,25";"0";"0";"37";"3056";"0";1;38;49;62;73;""
3604;3604;"2014-10-03 00:00:00";"";"1.280.128,85";"0";"5.374,90";"135,95";"0";"0";"94";"5309";"0";1;18;32;47;64;""
3605;3605;"2014-10-04 00:00:00";"";"2.037.171,39";"0";"4.871,58";"101,97";"0";"0";"111";"7575";"0";12;24;34;44;78;""
3606;3606;"2014-10-06 00:00:00";"";"0";"1.409.542,10";"3.989,35";"102,46";"0";"2";"140";"7787";"0";12;26;28;53;55;""
3607;3607;"2014-10-07 00:00:00";"";"569.967,45";"0";"6.168,48";"171,56";"0";"0";"66";"3390";"0";11;51;68;69;74;""
3608;3608;"2014-10-08 00:00:00";"";"1.282.038,60";"0";"4.666,26";"111,87";"0";"0";"109";"6495";"0";10;33;38;46;63;""
3609;3609;"2014-10-09 00:00:00";"";"2.056.720,92";"0";"6.014,61";"148,11";"0";"0";"92";"5337";"0";23;37;50;69;77;""
3610;3610;"2014-10-10 00:00:00";"";"0";"2.902.058,58";"3.895,57";"93,32";"0";"1";"155";"9243";"0";1;12;13;23;71;""
3611;3611;"2014-10-11 00:00:00";"";"571.369,25";"0";"9.954,17";"188,25";"0";"0";"41";"3097";"0";16;18;40;62;75;""
3612;3612;"2014-10-13 00:00:00";"";"0";"618.825,55";"3.304,97";"80,17";"0";"2";"144";"8480";"0";3;7;33;34;58;""
3613;3613;"2014-10-14 00:00:00";"";"542.778,18";"0";"4.260,43";"101,3";"0";"0";"91";"5467";"0";19;22;28;31;33;""
3614;3614;"2014-10-15 00:00:00";"";"1.208.081,63";"0";"9.698,30";"140,46";"0";"0";"49";"4833";"0";32;53;54;59;63;""
3615;3615;"2014-10-16 00:00:00";"";"1.949.441,74";"0";"11.511,81";"198,76";"0";"0";"46";"3806";"0";21;39;58;61;69;""
3616;3616;"2014-10-17 00:00:00";"";"2.750.690,73";"0";"5.250,65";"132,94";"0";"0";"109";"6150";"0";14;26;36;38;50;""
3617;3617;"2014-10-18 00:00:00";"";"0";"1.777.349,17";"7.556,46";"137,93";"0";"2";"76";"5948";"0";4;5;60;75;79;""
3618;3618;"2014-10-20 00:00:00";"";"485.753,05";"0";"2.820,86";"77,06";"0";"0";"123";"6432";"0";13;17;44;49;54;""
3619;3619;"2014-10-21 00:00:00";"";"1.115.282,50";"0";"8.816,94";"164,96";"0";"0";"51";"3894";"0";19;31;57;67;71;""
3620;3620;"2014-10-22 00:00:00";"";"1.852.818,57";"0";"12.543,13";"183,06";"0";"0";"42";"4111";"0";17;40;50;59;73;""
3621;3621;"2014-10-23 00:00:00";"";"0";"1.312.969,95";"4.152,10";"94,76";"0";"2";"133";"8325";"0";13;19;55;57;63;""
3622;3622;"2014-10-24 00:00:00";"";"542.993,98";"0";"4.509,92";"90,21";"0";"0";"86";"6142";"0";4;15;18;51;55;""
3623;3623;"2014-10-25 00:00:00";"";"0";"1.175.958,25";"12.219,39";"217,46";"0";"1";"37";"2970";"0";31;40;61;68;72;""
3624;3624;"2014-10-27 00:00:00";"";"503.930,00";"0";"8.570,24";"126,49";"0";"0";"42";"4065";"0";1;40;54;78;80;""
3625;3625;"2014-10-28 00:00:00";"";"0";"1.132.322,22";"6.699,28";"131,88";"0";"1";"67";"4862";"0";29;42;53;75;77;""
3626;3626;"2014-10-29 00:00:00";"";"547.177,03";"0";"6.106,89";"130,54";"0";"0";"64";"4277";"0";4;21;43;52;58;""
3627;3627;"2014-10-30 00:00:00";"";"1.182.895,82";"0";"5.747,91";"119,59";"0";"0";"79";"5424";"0";3;35;37;57;80;""
3628;3628;"2014-10-31 00:00:00";"";"1.921.885,13";"0";"3.691,26";"109,49";"0";"0";"143";"6887";"0";8;13;37;55;76;""
3629;3629;"2014-11-01 00:00:00";"";"2.700.721,38";"0";"4.246,65";"97,89";"0";"0";"131";"8118";"0";1;8;25;45;57;""
3630;3630;"2014-11-03 00:00:00";"";"3.548.043,31";"0";"5.356,02";"92,91";"0";"0";"113";"9305";"0";13;14;23;43;56;""
3631;3631;"2014-11-04 00:00:00";"";"4.570.612,67";"0";"3.335,19";"136,25";"0";"0";"219";"7658";"0";6;32;54;55;75;""
3632;3632;"2014-11-05 00:00:00";"";"5.726.143,22";"0";"4.611,06";"126,32";"0";"0";"179";"9334";"0";6;14;38;55;69;""
3633;3633;"2014-11-06 00:00:00";"";"6.786.031,06";"0";"8.906,62";"159,16";"0";"0";"85";"6795";"0";1;20;49;57;77;""
3634;3634;"2014-11-07 00:00:00";"";"0";"2.046.052,47";"4.944,06";"131,38";"0";"4";"202";"10859";"0";3;15;30;53;61;""
3635;3635;"2014-11-08 00:00:00";"";"595.196,73";"0";"5.314,26";"118,83";"0";"0";"80";"5111";"0";42;44;56;59;64;""
3636;3636;"2014-11-10 00:00:00";"";"1.249.228,99";"0";"5.496,07";"122,54";"0";"0";"85";"5446";"0";9;12;42;59;72;""
3637;3637;"2014-11-11 00:00:00";"";"2.034.338,80";"0";"7.477,24";"153,35";"0";"0";"75";"5224";"0";19;29;42;52;63;""
3638;3638;"2014-11-12 00:00:00";"";"2.931.700,40";"0";"5.990,40";"118,18";"0";"0";"107";"7748";"0";19;38;44;46;70;""
3639;3639;"2014-11-13 00:00:00";"";"3.852.153,42";"0";"5.667,81";"138,14";"0";"0";"116";"6799";"0";29;32;34;39;63;""
3640;3640;"2014-11-14 00:00:00";"";"4.969.541,01";"0";"7.459,20";"170,89";"0";"0";"107";"6672";"0";1;16;49;68;74;""
3641;3641;"2014-11-17 00:00:00";"";"0";"6.130.714,54";"4.850,35";"132";"0";"1";"171";"8976";"0";4;9;53;61;63;""
3642;3642;"2014-11-18 00:00:00";"";"556.700,99";"0";"4.275,74";"85,07";"0";"0";"93";"6677";"0";2;12;14;17;70;""
3643;3643;"2014-11-19 00:00:00";"";"1.264.901,84";"0";"11.241,28";"186,05";"0";"0";"45";"3884";"0";21;33;53;64;80;""
3644;3644;"2014-11-20 00:00:00";"";"0";"1.799.763,51";"7.208,38";"142,76";"0";"1";"53";"3823";"0";29;33;58;60;75;""
3645;3645;"2014-11-21 00:00:00";"";"595.036,78";"0";"4.829,84";"97,91";"0";"0";"88";"6201";"0";9;17;26;42;46;""
3646;3646;"2014-11-22 00:00:00";"";"1.242.600,50";"0";"6.250,62";"106,93";"0";"0";"74";"6179";"0";2;3;15;39;63;""
3647;3647;"2014-11-24 00:00:00";"";"1.965.322,18";"0";"6.219,64";"119,64";"0";"0";"83";"6164";"0";9;24;35;63;79;""
3648;3648;"2014-11-25 00:00:00";"";"0";"2.766.304,90";"7.151,63";"148,87";"0";"1";"80";"5490";"0";17;40;52;54;80;""
3649;3649;"2014-11-26 00:00:00";"";"0";"581.098,01";"2.117,71";"63,96";"0";"1";"196";"9270";"0";1;4;17;24;42;""
3650;3650;"2014-11-27 00:00:00";"";"0";"280.910,30";"4.834,95";"109,71";"0";"2";"83";"5225";"0";15;29;43;55;63;""
3651;3651;"2014-11-28 00:00:00";"";"600.653,13";"0";"6.309,38";"126,92";"0";"0";"68";"4829";"0";17;44;66;70;80;""
3652;3652;"2014-11-29 00:00:00";"";"1.286.928,70";"0";"3.552,15";"80,5";"0";"0";"138";"8699";"0";10;13;20;32;50;""
3653;3653;"2014-12-01 00:00:00";"";"0";"2.056.138,00";"3.194,39";"90,9";"0";"1";"172";"8634";"0";9;13;16;37;58;""
3654;3654;"2014-12-02 00:00:00";"";"591.296,01";"0";"5.948,65";"100,11";"0";"0";"71";"6027";"0";11;18;20;29;53;""
3655;3655;"2014-12-03 00:00:00";"";"1.331.697,89";"0";"1.780,67";"63,13";"0";"0";"297";"11966";"0";2;11;13;22;29;""
3656;3656;"2014-12-04 00:00:00";"";"2.142.105,45";"0";"4.783,99";"93,81";"0";"0";"121";"8815";"0";3;13;26;55;79;""
3657;3657;"2014-12-05 00:00:00";"";"0";"3.049.582,55";"4.470,33";"108,64";"0";"1";"145";"8523";"0";9;35;44;57;75;""
3658;3658;"2014-12-06 00:00:00";"";"625.222,27";"0";"6.472,28";"121,96";"0";"0";"69";"5231";"0";10;36;39;54;79;""
3659;3659;"2014-12-08 00:00:00";"";"0";"1.234.329,40";"4.485,32";"77,31";"0";"1";"97";"8039";"0";4;33;44;49;57;""
3660;3660;"2014-12-09 00:00:00";"";"0";"576.645,12";"4.290,51";"86,74";"0";"1";"96";"6783";"0";2;8;10;58;64;""
3661;3661;"2014-12-10 00:00:00";"";"589.646,71";"0";"6.016,81";"131,14";"0";"0";"70";"4588";"0";2;6;32;63;66;""
3662;3662;"2014-12-11 00:00:00";"";"1.283.287,48";"0";"7.864,41";"156,48";"0";"0";"63";"4523";"0";28;56;58;61;76;""
3663;3663;"2014-12-12 00:00:00";"";"2.061.161,30";"0";"7.508,44";"158,33";"0";"0";"74";"5013";"0";17;32;62;67;79;""
3664;3664;"2014-12-13 00:00:00";"";"2.883.881,96";"0";"10.132,03";"176,73";"0";"0";"58";"4750";"0";53;55;60;69;70;""
3665;3665;"2014-12-15 00:00:00";"";"3.774.387,73";"0";"7.396,23";"172,95";"0";"0";"86";"5254";"0";22;26;58;60;61;""
3666;3666;"2014-12-16 00:00:00";"";"4.794.302,64";"0";"7.285,11";"143,74";"0";"0";"100";"7240";"0";27;41;44;70;72;""
3667;3667;"2014-12-17 00:00:00";"";"0";"5.922.835,24";"5.303,25";"133,62";"0";"1";"152";"8618";"0";18;22;49;63;65;""
3668;3668;"2014-12-18 00:00:00";"";"0";"566.101,58";"4.647,79";"100,81";"0";"1";"87";"5730";"0";9;26;39;54;56;""
3669;3669;"2014-12-19 00:00:00";"";"0";"597.399,71";"6.773,24";"111,27";"0";"1";"63";"5478";"0";13;39;40;45;55;""
3670;3670;"2014-12-20 00:00:00";"";"592.012,76";"0";"8.457,33";"136,51";"0";"0";"50";"4425";"0";6;8;36;67;72;""
3671;3671;"2014-12-22 00:00:00";"";"1.272.742,96";"0";"4.720,73";"97,46";"0";"0";"103";"7127";"0";3;16;25;29;39;""
3672;3672;"2014-12-23 00:00:00";"";"2.040.239,97";"0";"6.229,68";"120,17";"0";"0";"88";"6517";"0";9;16;17;28;75;""
3673;3673;"2014-12-24 00:00:00";"";"0";"2.677.038,73";"6.689,06";"115,84";"0";"1";"68";"5609";"0";2;6;29;66;80;""
3674;3674;"2014-12-26 00:00:00";"";"576.693,32";"0";"5.566,54";"119,65";"0";"0";"74";"4918";"0";5;21;24;30;69;""
3675;3675;"2014-12-27 00:00:00";"";"1.201.561,20";"0";"5.649,80";"126,73";"0";"0";"79";"5031";"0";34;49;52;77;79;""
3676;3676;"2014-12-29 00:00:00";"";"0";"640.685,60";"2.339,27";"70,49";"0";"3";"220";"10429";"0";5;13;15;37;39;""
3677;3677;"2014-12-30 00:00:00";"";"0";"524.463,29";"6.689,58";"156,8";"0";"1";"56";"3413";"0";16;22;67;72;73;""
3678;3678;"2014-12-31 00:00:00";"";"0";"397.115,75";"5.065,25";"131,26";"0";"1";"56";"3087";"0";5;47;61;77;80;""
3679;3679;"2015-01-02 00:00:00";"";"511.204,38";"0";"3.545,11";"46,48";"0";"0";"103";"11222";"0";11;16;23;56;61;""
3680;3680;"2015-01-03 00:00:00";"";"1.107.235,40";"0";"7.884,01";"151,1";"0";"0";"54";"4025";"0";7;31;59;60;79;""
3681;3681;"2015-01-05 00:00:00";"";"1.847.071,41";"0";"3.019,74";"88,29";"0";"0";"175";"8550";"0";10;14;15;29;31;""
3682;3682;"2015-01-06 00:00:00";"";"2.712.670,58";"0";"7.189,36";"142,94";"0";"0";"86";"6179";"0";13;18;39;60;68;""
3683;3683;"2015-01-07 00:00:00";"";"0";"1.841.134,17";"6.857,13";"150,04";"0";"2";"101";"6594";"0";26;28;31;43;76;""
3684;3684;"2015-01-08 00:00:00";"";"0";"615.003,78";"5.292,63";"125,26";"0";"1";"83";"5010";"0";6;18;32;48;69;""
3685;3685;"2015-01-09 00:00:00";"";"625.474,96";"0";"3.884,94";"89,5";"0";"0";"115";"7131";"0";17;19;35;53;76;""
3686;3686;"2015-01-10 00:00:00";"";"1.323.415,15";"0";"5.539,21";"144,42";"0";"0";"90";"4931";"0";23;40;45;59;74;""
3687;3687;"2015-01-12 00:00:00";"";"0";"2.074.154,59";"9.575,76";"173,19";"0";"1";"56";"4423";"0";33;50;59;60;78;""
3688;3688;"2015-01-13 00:00:00";"";"575.193,07";"0";"5.552,05";"130,69";"0";"0";"74";"4491";"0";8;9;29;66;79;""
3689;3689;"2015-01-14 00:00:00";"";"1.279.787,74";"0";"6.291,02";"121,44";"0";"0";"80";"5920";"0";10;36;44;52;72;""
3690;3690;"2015-01-15 00:00:00";"";"2.045.771,12";"0";"5.210,77";"133,06";"0";"0";"105";"5874";"0";28;35;63;64;67;""
3691;3691;"2015-01-16 00:00:00";"";"0";"2.901.004,70";"3.794,29";"94,91";"0";"1";"161";"9194";"0";6;11;19;53;72;""
3692;3692;"2015-01-17 00:00:00";"";"0";"572.937,12";"3.897,53";"81,07";"0";"1";"105";"7211";"0";2;8;9;26;78;""
3693;3693;"2015-01-19 00:00:00";"";"549.398,14";"0";"9.571,40";"180,9";"0";"0";"41";"3099";"0";25;31;63;67;70;""
3694;3694;"2015-01-20 00:00:00";"";"1.152.173,47";"0";"7.553,58";"130,09";"0";"0";"57";"4728";"0";1;26;42;45;72;""
3695;3695;"2015-01-21 00:00:00";"";"1.892.244,59";"0";"7.445,39";"159,65";"0";"0";"71";"4730";"0";11;32;47;67;76;""
3696;3696;"2015-01-22 00:00:00";"";"0";"2.670.882,40";"5.296,86";"128,08";"0";"1";"105";"6203";"0";18;20;31;34;37;""
3697;3697;"2015-01-23 00:00:00";"";"566.870,74";"0";"6.134,97";"139,01";"0";"0";"66";"4161";"0";6;49;53;66;67;""
3698;3698;"2015-01-24 00:00:00";"";"1.202.666,53";"0";"6.137,02";"112,14";"0";"0";"74";"5785";"0";19;20;33;58;77;""
3699;3699;"2015-01-26 00:00:00";"";"0";"1.918.754,65";"6.162,55";"131,39";"0";"1";"83";"5561";"0";10;14;52;74;75;""
3700;3700;"2015-01-27 00:00:00";"";"538.632,86";"0";"3.153,59";"88,7";"0";"0";"122";"6196";"0";5;26;29;44;59;""
3701;3701;"2015-01-28 00:00:00";"";"1.203.595,19";"0";"5.397,42";"129,91";"0";"0";"88";"5223";"0";9;15;35;40;78;""
3702;3702;"2015-01-29 00:00:00";"";"1.937.952,36";"0";"6.639,76";"154,05";"0";"0";"79";"4864";"0";36;42;52;62;74;""
3703;3703;"2015-01-30 00:00:00";"";"2.769.147,95";"0";"3.781,60";"102,76";"0";"0";"157";"8253";"0";9;12;16;43;67;""
3704;3704;"2015-01-31 00:00:00";"";"3.622.945,02";"0";"6.930,17";"156,75";"0";"0";"88";"5558";"0";15;38;40;57;62;""
3705;3705;"2015-02-02 00:00:00";"";"4.591.583,27";"0";"4.942,03";"123,95";"0";"0";"140";"7974";"0";22;27;49;52;63;""
3706;3706;"2015-02-03 00:00:00";"";"5.721.141,91";"0";"5.681,88";"116,88";"0";"0";"142";"9861";"0";8;9;11;43;73;""
3707;3707;"2015-02-04 00:00:00";"";"7.006.189,78";"0";"3.165,15";"127,61";"0";"0";"290";"10275";"0";5;19;34;70;72;""
3708;3708;"2015-02-05 00:00:00";"";"8.504.954,39";"0";"6.906,75";"157,37";"0";"0";"155";"9718";"0";18;21;47;48;62;""
3709;3709;"2015-02-06 00:00:00";"";"10.366.901,91";"0";"6.855,48";"140,64";"0";"0";"194";"13509";"0";6;11;25;35;74;""
3710;3710;"2015-02-07 00:00:00";"";"12.250.040,38";"0";"5.193,43";"121,15";"0";"0";"259";"15860";"0";10;18;55;58;80;""
3711;3711;"2015-02-09 00:00:00";"";"0";"14.446.927,13";"6.177,97";"150,31";"0";"1";"254";"14913";"0";18;32;55;64;73;""
3712;3712;"2015-02-10 00:00:00";"";"592.460,22";"0";"4.808,93";"104,84";"0";"0";"88";"5766";"0";1;19;26;60;61;""
3713;3713;"2015-02-11 00:00:00";"";"1.357.555,48";"0";"6.664,59";"167,42";"0";"0";"82";"4663";"0";21;39;41;49;54;""
3714;3714;"2015-02-12 00:00:00";"";"0";"1.116.044,51";"2.375,16";"84,44";"0";"2";"263";"10567";"0";19;23;26;53;56;""
3715;3715;"2015-02-13 00:00:00";"";"668.132,61";"0";"4.223,34";"115,86";"0";"0";"113";"5884";"0";26;28;31;33;62;""
3716;3716;"2015-02-14 00:00:00";"";"1.354.880,01";"0";"8.314,14";"144,16";"0";"0";"59";"4861";"0";18;34;65;66;80;""
3717;3717;"2015-02-18 00:00:00";"";"2.145.921,19";"0";"8.433,28";"154,6";"0";"0";"67";"5221";"0";30;37;38;52;55;""
3718;3718;"2015-02-19 00:00:00";"";"0";"3.074.887,64";"9.215,94";"166,94";"0";"1";"72";"5678";"0";7;30;36;50;66;""
3719;3719;"2015-02-20 00:00:00";"";"624.005,55";"0";"5.306,17";"120,8";"0";"0";"84";"5271";"0";4;20;21;55;56;""
3720;3720;"2015-02-21 00:00:00";"";"1.347.737,21";"0";"5.619,04";"126,52";"0";"0";"92";"5837";"0";23;31;33;34;40;""
3721;3721;"2015-02-23 00:00:00";"";"2.178.514,35";"0";"4.785,58";"98,76";"0";"0";"124";"8583";"0";17;39;44;49;57;""
3722;3722;"2015-02-24 00:00:00";"";"3.126.120,52";"0";"6.906,75";"117,94";"0";"0";"98";"8198";"0";8;32;42;64;73;""
3723;3723;"2015-02-25 00:00:00";"";"4.244.749,75";"0";"5.222,36";"127,39";"0";"0";"153";"8960";"0";23;39;44;52;69;""
3724;3724;"2015-02-26 00:00:00";"";"5.506.304,58";"0";"5.149,20";"130,59";"0";"0";"175";"9857";"0";4;32;46;54;66;""
3725;3725;"2015-02-27 00:00:00";"";"7.043.158,76";"0";"5.082,19";"168,31";"0";"0";"216";"9317";"0";33;40;56;70;74;""
3726;3726;"2015-02-28 00:00:00";"";"0";"8.606.629,13";"9.627,28";"183,58";"0";"1";"116";"8690";"0";12;50;59;73;80;""
3727;3727;"2015-03-02 00:00:00";"";"636.236,02";"0";"5.979,66";"139,58";"0";"0";"76";"4651";"0";8;31;37;45;71;""
3728;3728;"2015-03-03 00:00:00";"";"0";"475.205,24";"5.873,36";"145,05";"0";"3";"96";"5553";"0";6;32;54;71;78;""
3729;3729;"2015-03-04 00:00:00";"";"661.139,60";"0";"3.397,43";"74,27";"0";"0";"139";"9083";"0";3;15;16;19;72;""
3730;3730;"2015-03-05 00:00:00";"";"0";"1.475.595,84";"5.817,54";"122,77";"0";"1";"100";"6769";"0";17;18;26;46;59;""
3731;3731;"2015-03-06 00:00:00";"";"671.415,78";"0";"8.563,98";"162,15";"0";"0";"56";"4225";"0";33;41;43;75;79;""
3732;3732;"2015-03-07 00:00:00";"";"0";"738.733,71";"2.514,20";"63,57";"0";"2";"229";"12938";"0";5;13;19;34;50;""
3733;3733;"2015-03-09 00:00:00";"";"603.597,35";"0";"5.748,54";"132,62";"0";"0";"75";"4644";"0";20;24;39;45;77;""
3734;3734;"2015-03-10 00:00:00";"";"0";"1.344.037,73";"3.672,82";"91,97";"0";"1";"144";"8215";"0";8;9;33;39;45;""
3735;3735;"2015-03-11 00:00:00";"";"630.108,92";"0";"5.358,07";"118,49";"0";"0";"84";"5426";"0";17;29;44;71;75;""
3736;3736;"2015-03-12 00:00:00";"";"0";"1.365.034,33";"5.146,54";"104,5";"0";"1";"102";"7176";"0";7;22;24;39;58;""
3737;3737;"2015-03-13 00:00:00";"";"633.474,17";"0";"6.372,98";"130,21";"0";"0";"71";"4964";"0";4;20;35;50;52;""
3738;3738;"2015-03-14 00:00:00";"";"0";"1.354.897,59";"4.560,20";"119,91";"0";"1";"113";"6139";"0";5;29;55;62;68;""
3739;3739;"2015-03-16 00:00:00";"";"568.786,64";"0";"4.276,59";"110,48";"0";"0";"95";"5253";"0";28;45;56;63;68;""
3740;3740;"2015-03-17 00:00:00";"";"0";"1.283.521,93";"4.771,27";"103,02";"0";"1";"107";"7079";"0";17;45;52;73;77;""
3741;3741;"2015-03-18 00:00:00";"";"602.430,23";"0";"5.378,84";"113,22";"0";"0";"80";"5429";"0";19;23;72;79;80;""
3742;3742;"2015-03-19 00:00:00";"";"1.305.474,59";"0";"3.719,81";"86,22";"0";"0";"135";"8320";"0";2;3;15;45;75;""
3743;3743;"2015-03-20 00:00:00";"";"2.138.288,32";"0";"7.626,50";"157,31";"0";"0";"78";"5402";"0";7;16;32;68;78;""
3744;3744;"2015-03-21 00:00:00";"";"3.039.991,72";"0";"6.505,80";"149,92";"0";"0";"99";"6137";"0";21;44;50;66;80;""
3745;3745;"2015-03-23 00:00:00";"";"4.044.097,47";"0";"6.347,07";"169,07";"0";"0";"113";"6060";"0";2;12;67;75;78;""
3746;3746;"2015-03-24 00:00:00";"";"0";"2.593.840,97";"8.168,46";"169,98";"0";"2";"100";"6865";"0";57;62;65;73;80;""
3747;3747;"2015-03-25 00:00:00";"";"587.386,24";"0";"3.131,06";"81,79";"0";"0";"134";"7328";"0";6;8;14;20;58;""
3748;3748;"2015-03-26 00:00:00";"";"0";"1.279.523,73";"4.414,14";"109,73";"0";"1";"112";"6436";"0";4;14;24;37;78;""
3749;3749;"2015-03-27 00:00:00";"";"585.230,38";"0";"5.648,94";"107,96";"0";"0";"74";"5531";"0";16;20;29;33;47;""
3750;3750;"2015-03-28 00:00:00";"";"1.281.699,97";"0";"10.152,62";"201,04";"0";"0";"49";"3535";"0";20;30;42;64;74;""
3751;3751;"2015-03-30 00:00:00";"";"2.062.418,47";"0";"8.200,83";"152,76";"0";"0";"68";"5215";"0";43;50;65;66;68;""
3752;3752;"2015-03-31 00:00:00";"";"2.962.919,71";"0";"5.315,83";"108,69";"0";"0";"121";"8454";"0";14;15;27;29;67;""
3753;3753;"2015-04-01 00:00:00";"";"3.994.172,25";"0";"4.333,00";"93,19";"0";"0";"170";"11291";"0";1;14;15;22;36;""
3754;3754;"2015-04-02 00:00:00";"";"0";"5.093.023,44";"7.848,94";"153,15";"0";"1";"100";"7321";"0";2;16;21;65;79;""
3755;3755;"2015-04-04 00:00:00";"";"589.764,91";"0";"8.597,16";"155,06";"0";"0";"49";"3881";"0";16;41;63;68;78;""
