171;171;1999-06-12;Americana, SP;0;16.052.410,83;14.983,30;193,46;1;134;10378;4;27;40;43;46;54
172;172;1999-06-19;;;0;13.460,12;186,89;0;64;4592;10;14;26;35;36;49
173;173;1999-06-26;;;2.148.316,42;23.220,41;256,32;1;40;3610;17;28;29;42;49;50
174;174;1999-07-03;;;0;17.846,85;243,18;0;44;3217;11;22;23;36;52;59
175;175;1999-07-10;;;0;8.094,08;130,25;0;114;7058;1;10;13;20;42;50
176;176;1999-07-17;;;0;16.696,39;190,8;0;62;5405;1;3;4;28;45;53
177;177;1999-07-24;São Leopoldo, RS;0;0;21.716,29;255,21;0;52;4408;22;35;38;39;41;59
178;178;1999-07-31;;;6.129.539,43;6.240,11;94,07;1;198;13086;5;15;19;26;27;33
179;179;1999-08-07;Araraquara, SP;0;0;10.281,59;141,51;0;78;5646;5;6;23;26;27;53
180;180;1999-08-14;;;0;15.907,98;252,09;0;111;6978;6;23;29;39;51;60
181;181;1999-08-21;São Caetano do Sul, SP;0;0;11.127,07;171,02;0;182;11797;1;27;33;35;51;55
182;182;1999-08-28;;;0;9.954,78;136,13;0;239;17413;3;5;10;28;46;60
183;183;1999-09-04;;;0;9.468,79;139,6;0;306;20677;2;7;11;16;40;44
184;184;1999-09-11;Presidente Prudente, SP;0;0;14.699,97;205,53;0;217;15462;9;16;21;34;41;60
185;185;1999-09-18;;;0;12.275,86;180,13;0;366;24849;17;22;43;46;55;59
186;186;1999-09-25;;;0;17.072,24;192,1;0;352;31164;14;23;24;25;26;51
187;187;1999-10-02;;;0;23.058,35;231,66;0;397;39365;6;36;41;44;48;58
188;188;1999-10-10;Salvador, BA;0;64.905.517,65;11.517,11;152,58;1;1200;90235;17;27;34;42;43;46
189;189;1999-10-16;Passo Fundo, RS;0;0;23.476,18;260,09;0;61;5485;4;15;31;38;41;53
190;190;1999-10-24;;;0;14.923,96;210,41;0;304;21481;5;10;21;32;40;42
191;191;1999-10-31;;;50.968.412,58;13.212,41;165,41;1;383;30477;1;3;5;23;41;58
192;192;1999-11-06;;;0;23.005,08;275,87;0;53;4403;1;26;28;41;54;60
193;193;1999-11-13;CASCÁVEL, PR;0;0;7.199,87;119,39;0;190;11415;4;11;12;19;43;49
194;194;1999-11-20;ERECHIM, RS;0;0;12.862,40;182,18;0;106;7456;25;28;32;33;42;43
195;195;1999-11-27;PONTA GROSSA, PR;0;6.370.250,64;4.005,56;97,89;1;339;13819;3;9;17;32;37;44
196;196;1999-12-04;PONTA GROSSA, PR;0;0;5.309,16;91,75;0;182;10493;7;9;14;17;24;32
197;197;1999-12-11;MACEIÓ, AL;0;0;8.259,15;120,78;0;128;8720;5;12;15;19;29;52
198;198;1999-12-18;MARINGÁ, PR;0;0;8.881,02;155,02;0;125;7134;1;8;18;23;35;40
199;199;1999-12-24;SÃO PAULO, SP;0;4.915.593,20;28.316,55;305,16;1;34;3143;10;16;37;50;52;57
200;200;1999-12-31;;;8.829.389,20;11.008,48;156,59;2;186;13027;12;15;19;34;44;51
201;201;2000-01-08;BELO HORIZONTE, MG;0;1.038.373,94;11.237,81;191,48;1;77;4502;5;20;22;30;35;55
202;202;2000-01-15;VITÓRIA, ES;0;0;12.412,65;187,85;0;65;4279;12;24;44;45;49;53
203;203;2000-01-22;GUARAPARI, ES;0;0;14.099,33;163,36;0;63;5417;11;19;29;44;47;55
204;204;2000-01-29;GUARUJÁ, SP;0;0;30.221,85;401,43;0;32;2400;29;31;39;41;51;58
205;205;2000-02-05;BRASÍLIA, DF;0;4.490.339,49;15.208,03;178,86;1;71;6014;26;32;40;43;46;54
206;206;2000-02-12;CURITIBA, PR;0;0;17.769,34;218,86;0;43;3478;18;20;26;34;51;56
207;207;2000-02-19;FLORIANÓPOLIS, SC;0;0;9.663,76;133,1;0;90;6510;3;7;19;24;53;55
208;208;2000-02-26;CAXIAS DO SUL, RS;0;0;12.679,18;173,83;0;72;5232;15;23;24;25;47;57
209;209;2000-03-04;BALNEÁRIO CAMBORIÚ, SC;0;0;12.349,82;181,32;0;81;5496;13;21;26;32;41;52
210;210;2000-03-11;BRASÍLIA, DF;0;0;46.721,17;344,24;0;29;3921;20;32;37;38;48;58
211;211;2000-03-18;PALMAS, TO;0;0;10.880,27;106,58;0;164;16680;10;20;33;40;45;50
212;212;2000-03-25;PORTO VELHO, RO;0;0;13.318,79;197,42;0;147;9880;6;15;29;45;57;59
213;213;2000-04-01;CAMPO GRANDE, MS;0;7.089.194,54;7.299,77;123,66;3;312;18348;3;9;23;30;32;35
214;214;2000-04-08;SANTA ROSA, RS;0;0;15.578,04;222,35;0;54;3769;6;12;30;31;35;50
215;215;2000-04-15;LONDRINA, PR;0;0;12.078,40;189,92;0;78;4942;7;28;37;46;53;58
216;216;2000-04-22;PORTO SEGURO, BA;0;801.057,55;9.745,75;175;4;91;5049;14;18;30;35;42;59
217;217;2000-04-29;XANXERÊ, SC;0;0;4.599,62;125,19;0;159;5820;3;27;32;45;49;51
218;218;2000-05-06;SARANDI, RS;0;1.878.255,09;8.777,61;177,55;1;95;4679;12;17;40;42;47;54
219;219;2000-05-13;OSASCO, SP;0;0;9.221,78;143,02;0;80;5139;23;26;28;36;42;49
220;220;2000-05-20;FRANCA, SP;0;12.636.751,12;12.488,05;192,78;1;125;8067;13;14;36;53;55;60
221;221;2000-05-27;JUIZ DE FORA, MG;0;0;14.565,66;187,45;0;49;3793;13;27;43;50;54;58
222;222;2000-06-03;OURINHOS, SP;0;0;15.243,16;187,18;0;55;4462;5;19;30;48;52;55
223;223;2000-06-10;;;0;5.838,31;121,86;0;163;7780;2;6;22;24;28;58
224;224;2000-06-17;CARUARU, PE;0;0;8.706,35;143,77;0;119;7185;7;16;18;20;21;44
225;225;2000-06-24;BRASÍLIA, DF;0;0;12.542,39;188,14;0;83;5517;2;4;16;21;37;58
226;226;2000-07-01;BRASÍLIA, DF;0;6.916.920,13;15.170,39;286,14;1;78;4123;1;2;38;49;50;59
227;227;2000-07-08;MONTES CLAROS, MG;0;0;14.471,45;201,72;0;51;3648;11;26;27;37;42;48
228;228;2000-07-15;JACAREI, SP;0;0;13.240,28;187,87;0;64;4497;13;16;40;43;45;59
229;229;2000-07-22;GARANHUNS, PE;0;2.992.781,57;7.508,79;117,88;1;121;7685;11;13;21;33;39;45
230;230;2000-07-29;CAICÓ, RN;0;0;15.000,56;241,56;0;94;5820;8;40;41;44;53;56
231;231;2000-08-05;ASSIS, SP;0;0;12.896,11;169,93;0;125;9458;16;27;36;42;44;59
232;232;2000-08-12;ASSIS, SP;0;0;14.598,36;204,93;0;124;8807;19;22;29;37;41;59
233;233;2000-08-19;BRASÍLIA, DF;0;3.196.547,03;3.790,28;90,2;5;512;21452;3;7;24;32;36;45
234;234;2000-08-26;BRASÍLIA, DF;0;0;19.369,91;214,89;0;39;3505;15;25;41;42;45;54
235;235;2000-09-02;UNAÍ, MG;0;0;16.604,49;278,96;0;52;3086;2;22;29;31;41;55
236;236;2000-09-09;BIRIGUI, SP;0;0;12.197,95;196,53;0;76;4703;10;25;50;52;57;60
237;237;2000-09-16;TUBARÃO, SC;0;0;19.896,75;258,44;0;54;4145;7;31;36;45;56;57
238;238;2000-09-23;PORTO ALEGRE, RS;0;1.429.476,11;6.088,25;108,86;4;188;10483;9;13;15;37;41;42
239;239;2000-09-30;Belém, PA;0;866.183,32;24.060,65;188,1;1;30;3826;6;21;33;44;46;47
240;240;2000-10-07;Belém, PA;0;0;15.200,74;250;0;103;6244;25;28;38;41;57;59
241;241;2000-10-14;Santa Cruz do Sul, RS;0;0;22.811,94;306,85;0;74;5485;11;31;35;40;56;57
242;242;2000-10-21;Teresina, PI;0;0;9.933,73;148,97;0;203;13497;4;7;21;22;28;56
243;243;2000-10-28;SÃO LUÍS, MA;0;0;12.019,97;157,4;0;180;13705;11;16;20;23;32;47
244;244;2000-11-04;Juazeiro do Norte, CE;0;0;13.698,02;189,08;0;204;14735;19;24;33;47;50;60
245;245;2000-11-11;FORTALEZA, CE;0;9.153.484,88;15.838,62;206,96;3;283;21593;8;27;44;51;53;60
246;246;2000-11-18;Cascavel, PR;0;0;9.292,06;158,71;0;93;5429;2;16;32;37;43;57
247;247;2000-11-25;Ponta Grossa, PR;0;0;12.080,19;149,96;0;80;6425;3;10;23;30;34;46
248;248;2000-12-02;PONTA GROSSA, PR;0;0;21.550,72;220,96;0;50;4862;16;32;34;35;41;56
249;249;2000-12-09;MACEIÓ, AL;0;0;19.680,20;277,21;0;60;4247;21;36;40;49;54;55
250;250;2000-12-16;Suzano, SP;0;0;10.867,31;141,5;0;203;15545;7;25;41;42;43;55
251;251;2000-12-23;SÃO PAULO, SP;0;0;15.473,98;216,73;0;180;12813;15;23;30;34;49;55
252;252;2000-12-30;Ubatuba, SP;0;15.107.002,24;10.070,62;160,67;2;354;22122;4;17;26;32;51;54
253;253;2001-01-06;Brasília, DF;0;0;6.985,77;120,88;0;126;7260;11;12;24;37;44;56
254;254;2001-01-13;ALMENARA, MG;0;0;16.400,47;169,14;0;66;6381;1;4;21;22;30;56
255;255;2001-01-20;Guaratuba, PR;0;0;14.363,63;168,19;0;80;6812;16;19;20;32;44;55
256;256;2001-01-27;SÃO SEBASTIÃO , SP;0;0;13.336,96;191,49;0;91;6319;2;21;26;32;34;52
257;257;2001-02-03;CARAGUATATUBA, SP;0;6.808.483,96;7.704,83;114,84;1;175;11706;1;4;5;19;28;34
258;258;2001-02-10;Piracicaba, SP;0;0;15.960,68;233,3;0;53;3615;7;12;50;54;55;60
259;259;2001-02-17;São Carlos, SP;0;0;15.136,22;175,77;0;65;5581;13;15;20;33;43;58
260;260;2001-02-24;CORUMBÁ, MS;0;0;16.065,94;214,63;0;120;8956;4;6;33;43;59;60
261;261;2001-03-03;Paranavaí, PR;0;0;22.350,19;278,51;0;91;7281;5;16;20;30;54;56
262;262;2001-03-10;JOINVILLE, SC;0;0;24.643,78;300,24;0;108;8838;11;20;48;53;58;60
263;263;2001-03-17;UMUARAMA, PR;0;0;24.937,18;265,17;0;136;12752;8;9;26;43;50;53
264;264;2001-03-24;Sto Antônio da Platina, PR;0;16.055.880,73;4.298,96;83,25;2;979;50364;1;5;13;25;31;33
265;265;2001-03-31;Colorado, PR;0;0;14.676,59;242,74;0;64;3855;7;16;34;41;50;53
266;266;2001-04-07;LONDRINA, PR;0;0;12.318,14;163,33;0;89;6687;2;23;38;46;48;54
267;267;2001-04-14;Marília, SP;0;0;23.142,59;260,19;0;46;4076;1;8;45;46;55;58
268;268;2001-04-21;Campinas, SP;0;0;10.348,29;112,93;0;111;10133;5;6;10;21;33;47
269;269;2001-04-28;Divinópolis, MG;0;0;12.115,70;152,31;0;110;8717;17;18;19;25;49;52
270;270;2001-05-05;Itapecerica da Serra, SP;0;25.186.260,21;9.665,14;130,16;1;228;16867;5;9;27;35;40;45
