idduplasena;dsconc;dsdata;dslocal;dspremioest;ds01pr06;ds01pr05;ds01pr04;ds01pr03;ds02pr06;ds02pr05;ds02pr04;ds02pr03;ds01gan06;ds01gan05;ds01gan04;ds01gan03;ds02gan06;ds02gan05;ds02gan04;ds02gan03;ds01d01;ds01d02;ds01d03;ds01d04;ds01d05;ds01d06;ds02d01;ds02d02;ds02d03;ds02d04;ds02d05;ds02d06;dscidadesgan
1922;1922;2019-04-04;SÃO PAULO, SP;1.400.000,00;0,00;3.363,99;67,44;1,88;0,00;5.382,39;81,90;2,23;0;16;912;16.358;0;9;751;13.742;22;24;33;36;42;45;9;10;21;23;42;46;
1923;1923;2019-04-06;SÃO PAULO, SP;1.600.000,00;0,00;2.911,80;65,65;1,96;0,00;4.149,31;82,54;2,03;0;19;963;16.090;0;12;766;15.503;4;7;29;35;39;47;7;8;18;25;30;45;
1924;1924;2019-04-09;SÃO PAULO, SP;25.000.000,00;0,00;6.182,22;98,28;2,55;0,00;2.782,00;77,64;2,05;0;9;647;12.465;0;18;819;15.497;18;22;26;30;34;41;2;6;17;25;30;44;
1925;1925;2019-04-20;SÃO PAULO, SP;150.000,00;13.466.600,57;3.483,26;81,92;2,10;1.804.675,31;3.540,89;78,77;1,97;2;471;22.888;445.455;1;417;23.802;473.622;8;17;19;29;44;46;2;4;5;19;35;41;
1926;1926;2019-04-23;SÃO PAULO, SP;300.000,00;0,00;2.584,94;74,72;2,20;0,00;1.938,70;73,36;2,01;0;15;593;10.059;0;18;604;11.016;6;8;26;35;39;44;5;20;24;27;36;44;
1927;1927;2019-04-25;SÃO PAULO, SP;500.000,00;0,00;5.098,08;114,52;2,60;0,00;9.176,53;118,60;2,54;0;8;407;8.955;0;4;393;9.140;18;35;40;43;44;50;2;10;11;32;40;43;
1928;1928;2019-04-27;SÃO PAULO, SP;650.000,00;0,00;6.990,62;89,59;2,19;0,00;7.549,88;84,24;2,08;0;6;535;10.924;0;5;569;11.519;12;16;33;41;47;48;9;10;15;29;44;47;
1929;1929;2019-04-30;SÃO PAULO, SP;800.000,00;0,00;2.320,34;116,09;2,69;0,00;3.052,14;63,13;1,89;0;19;434;9.342;0;13;798;13.299;16;21;31;36;43;46;5;9;14;16;20;25;
1930;1930;2019-05-02;SÃO PAULO, SP;900.000,00;0,00;15.671,30;95,77;2,25;0,00;5.641,67;80,67;1,95;0;2;374;7.957;0;5;444;9.180;1;15;19;25;39;48;7;19;26;28;29;50;
1931;1931;2019-05-04;SÃO PAULO, SP;1.150.000,00;0,00;1.970,69;66,49;1,81;0,00;1.773,62;72,65;2,21;0;23;779;14.309;0;23;713;11.683;3;5;17;37;39;50;4;18;20;32;39;47;
1932;1932;2019-05-07;SÃO PAULO, SP;1.350.000,00;0,00;5.768,17;76,54;1,96;0,00;2.768,72;73,55;2,08;0;8;689;13.446;0;15;717;12.661;7;8;16;35;48;49;12;15;18;38;43;44;
1933;1933;2019-05-09;SÃO PAULO, SP;1.600.000,00;0,00;6.624,48;94,63;2,33;0,00;7.949,37;114,06;2,66;0;8;640;12.991;0;6;531;11.350;12;15;16;21;26;35;5;31;38;41;46;48;
1934;1934;2019-05-11;SÃO PAULO, SP;2.000.000,00;0,00;3.162,47;72,19;2,09;0,00;3.252,83;91,35;2,25;0;16;801;13.792;0;14;633;12.835;7;10;21;38;42;45;9;12;22;24;40;46;
1935;1935;2019-05-14;SÃO PAULO, SP;2.100.000,00;0,00;5.076,34;70,42;1,85;0,00;4.242,37;86,88;2,24;0;13;1.071;20.339;0;14;868;16.824;11;13;16;23;24;39;12;18;24;30;39;50;
1936;1936;2019-05-16;SÃO PAULO, SP;2.400.000,00;0,00;1.932,42;61,07;1,86;0,00;5.849,95;96,93;2,42;0;37;1.338;21.901;0;11;843;16.857;5;8;16;22;44;50;23;33;38;39;40;47;
1937;1937;2019-05-18;SÃO PAULO, SP;3.000.000,00;0,00;4.971,48;96,18;2,22;0,00;4.818,51;74,89;2,07;0;14;827;17.905;0;13;1.062;19.124;9;10;11;38;41;49;8;18;21;27;35;47;
1938;1938;2019-05-21;SÃO PAULO, SP;3.100.000,00;0,00;2.971,98;58,74;1,81;0,00;3.610,95;80,02;2,26;0;27;1.561;25.332;0;20;1.146;20.238;12;15;27;33;44;47;16;20;25;32;39;48;
1939;1939;2019-05-23;SÃO PAULO, SP;3.450.000,00;0,00;4.129,84;69,66;2,10;0,00;4.129,84;95,06;2,13;0;20;1.355;22.426;0;18;993;22.147;4;10;37;43;44;50;14;15;25;26;43;44;
1940;1940;2019-05-25;SÃO PAULO, SP;3.800.000,00;0,00;4.608,94;91,06;2,33;0,00;2.189,25;71,53;2,01;0;19;1.099;21.397;0;36;1.399;24.816;3;28;30;31;32;44;7;10;14;23;36;41;
1941;1941;2019-05-28;SÃO PAULO, SP;4.100.000,00;0,00;4.200,92;68,02;1,85;0,00;7.183,58;99,47;2,33;0;19;1.341;24.607;0;10;917;19.545;3;8;10;19;23;38;6;20;31;34;42;46;
1942;1942;2019-05-30;SÃO PAULO, SP;4.400.000,00;0,00;5.567,85;99,87;2,21;0,00;1.431,74;61,43;1,76;0;14;892;20.075;0;49;1.450;25.181;2;6;16;31;37;46;8;17;19;24;35;48;
1943;1943;2019-06-01;SÃO PAULO, SP;250.000,00;4.379.565,38;2.312,65;72,35;2,01;0,00;4.683,12;84,12;2,17;1;36;1.315;23.626;0;16;1.131;21.824;6;8;22;25;38;48;4;13;20;31;35;42;
1944;1944;2019-06-04;SÃO PAULO, SP;460.000,00;0,00;3.496,99;72,76;2,15;0,00;5.844,98;67,03;2,00;0;13;714;12.058;0;7;775;12.926;7;20;21;23;26;29;25;27;32;33;46;49;
1945;1945;2019-06-06;SÃO PAULO, SP;650.000,00;0,00;4.337,49;86,96;1,97;0,00;3.903,74;84,14;2,15;0;11;627;13.822;0;11;648;12.648;6;12;14;15;27;41;1;9;13;20;22;23;
1946;1946;2019-06-08;SÃO PAULO, SP;800.000,00;0,00;9.314,10;111,81;2,55;0,00;8.382,69;103,54;2,27;0;5;476;10.406;0;5;514;11.706;3;20;26;40;42;46;4;7;35;38;41;45;
1947;1947;2019-06-11;SÃO PAULO, SP;1.000.000,00;0,00;15.558,98;122,63;2,68;0,00;5.251,16;84,27;2,17;0;3;435;9.949;0;8;633;12.282;9;23;30;31;36;40;17;21;28;29;42;47;
1948;1948;2019-06-13;SÃO PAULO, SP;1.200.000,00;0,00;4.621,80;91,70;2,38;0,00;1.386,54;56,67;1,77;0;10;576;11.089;0;30;932;14.895;6;26;35;39;40;46;12;17;24;26;38;45;
1949;1949;2019-06-15;SÃO PAULO, SP;1.400.000,00;0,00;3.004,57;60,99;1,87;0,00;6.567,14;70,33;1,85;0;17;957;15.584;0;7;830;15.723;7;14;15;36;42;48;12;13;21;27;47;49;
1950;1950;2019-06-18;SÃO PAULO, SP;1.700.000,00;0,00;2.816,79;76,04;2,04;0,00;6.654,66;89,65;2,21;0;21;889;16.507;0;8;754;15.258;1;4;12;26;35;47;1;12;14;18;40;50;
1951;1951;2019-06-22;SÃO PAULO, SP;2.000.000,00;0,00;3.219,63;78,05;2,20;0,00;3.579,48;80,49;1,98;0;21;990;17.506;0;17;960;19.475;5;9;32;37;41;49;10;19;26;33;35;46;
1952;1952;2019-06-25;SÃO PAULO, SP;2.200.000,00;0,00;5.363,05;88,59;2,42;0,00;5.309,42;90,61;2,20;0;11;761;13.916;0;10;744;15.308;19;28;30;32;34;35;2;15;25;33;40;50;
1953;1953;2019-06-27;SÃO PAULO, SP;2.500.000,00;0,00;7.777,00;92,58;2,35;0,00;6.221,60;100,28;2,37;0;8;768;15.113;0;9;709;14.960;22;26;33;39;40;48;10;20;27;33;34;37;
1954;1954;2019-06-29;SÃO PAULO, SP;2.700.000,00;0,00;2.776,67;77,65;2,18;0,00;2.036,23;80,52;2,19;0;22;899;15.944;0;27;867;15.887;9;10;14;39;41;49;1;4;17;34;41;50;
1955;1955;2019-07-02;SÃO PAULO, SP;3.100.000,00;0,00;3.269,25;65,16;2,10;0,00;4.413,48;91,55;2,16;0;21;1.204;18.674;0;14;857;18.103;1;7;14;15;41;48;7;12;22;23;36;40;
1956;1956;2019-07-04;SÃO PAULO, SP;3.400.000,00;0,00;3.121,31;67,30;1,89;0,00;2.692,13;60,59;1,78;0;23;1.219;21.656;0;24;1.354;23.014;2;11;19;26;45;49;3;8;19;24;43;49;
1957;1957;2019-07-06;SÃO PAULO, SP;3.800.000,00;0,00;4.053,38;70,77;1,80;0,00;3.489,43;93,67;2,42;0;22;1.440;28.282;0;23;1.088;21.023;4;16;17;23;33;48;1;22;25;37;38;41;
1958;1958;2019-07-09;SÃO PAULO, SP;4.000.000,00;0,00;5.935,43;105,44;2,37;0,00;2.003,21;85,95;2,39;0;12;772;17.159;0;32;947;17.014;6;24;30;40;44;49;2;14;32;40;44;46;
1959;1959;2019-07-11;SÃO PAULO, SP;4.400.000,00;0,00;5.151,54;95,47;2,31;0,00;3.863,65;85,65;2,19;0;15;925;19.042;0;18;1.031;20.110;2;3;12;29;31;39;6;12;20;22;43;46;
1960;1960;2019-07-13;SÃO PAULO, SP;4.800.000,00;0,00;2.549,38;81,25;2,24;0,00;4.226,59;76,04;2,07;0;35;1.255;22.681;0;19;1.341;24.562;25;29;32;34;38;49;8;21;38;43;45;49;
1961;1961;2019-07-16;SÃO PAULO, SP;5.000.000,00;0,00;3.744,62;80,80;2,05;111.215,11;1.666,56;46,59;1,78;0;27;1.430;28.089;1;78;2.480;32.289;16;17;26;27;28;33;1;4;6;10;11;12;
1962;1962;2019-07-18;SÃO PAULO, SP;5.500.000,00;0,00;4.586,45;71,58;1,89;0,00;6.054,12;93,90;2,23;0;22;1.611;30.425;0;15;1.228;25.749;7;12;17;23;31;46;1;13;32;33;40;44;
1963;1963;2019-07-20;SÃO PAULO, SP;6.000.000,00;0,00;3.179,74;88,91;2,28;0,00;4.032,49;92,26;2,40;0;31;1.267;24.658;0;22;1.221;23.401;7;10;18;21;30;31;11;18;29;30;34;46;
1964;1964;2019-07-23;SÃO PAULO, SP;6.400.000,00;0,00;3.633,53;73,78;2,03;0,00;2.906,82;78,02;2,14;0;32;1.801;32.639;0;36;1.703;31.038;2;3;19;39;46;50;22;25;29;34;35;49;
1965;1965;2019-07-25;SÃO PAULO, SP;300.000,00;6.379.771,25;4.407,86;75,75;2,08;0,00;3.125,57;65,75;1,85;1;26;1.729;31.422;0;33;1.992;35.303;3;8;28;29;43;50;1;3;10;13;24;37;
1966;1966;2019-07-27;SÃO PAULO, SP;200.000,00;259.591,07;3.709,07;87,25;2,26;0,00;8.011,57;105,31;2,45;1;12;583;11.248;0;5;483;10.343;6;29;30;33;34;47;1;2;10;29;36;40;
1967;1967;2019-07-30;SÃO PAULO, SP;400.000,00;0,00;5.089,21;95,93;2,34;0,00;2.442,82;79,13;2,25;0;8;485;9.907;0;15;588;10.302;2;5;14;32;40;42;6;7;23;31;41;46;
1968;1968;2019-08-01;SÃO PAULO, SP;600.000,00;0,00;3.684,84;74,75;2,07;0,00;4.974,53;93,93;2,25;0;12;676;12.197;0;8;538;11.205;4;7;24;25;30;31;3;21;34;36;39;50;
1969;1969;2019-08-03;SÃO PAULO, SP;800.000,00;0,00;3.031,86;71,00;1,97;0,00;2.923,58;74,78;2,06;0;15;732;13.163;0;14;695;12.591;3;8;14;21;32;35;2;9;16;26;32;44;
1970;1970;2019-08-06;SÃO PAULO, SP;1.000.000,00;0,00;6.419,51;90,73;2,26;0,00;5.777,56;89,94;2,27;0;7;566;11.348;0;7;571;11.280;10;19;31;35;39;50;15;22;24;38;41;49;
1971;1971;2019-08-08;SÃO PAULO, SP;1.100.000,00;0,00;4.351,46;74,02;1,97;0,00;4.786,61;71,22;1,91;0;11;739;13.883;0;9;768;14.285;9;15;17;19;28;42;13;15;16;17;29;42;
1972;1972;2019-08-10;SÃO PAULO, SP;1.400.000,00;0,00;3.389,61;72,81;1,99;0,00;3.813,31;74,02;2,05;0;15;798;14.580;0;12;785;14.172;2;6;11;14;27;41;25;27;38;45;47;48;
1973;1973;2019-08-13;SÃO PAULO, SP;1.600.000,00;0,00;3.628,86;84,74;2,13;0,00;4.019,66;82,32;2,21;0;16;783;15.531;0;13;806;14.962;2;5;12;16;38;41;7;12;21;34;39;41;
1974;1974;2019-08-15;SÃO PAULO, SP;1.800.000,00;0,00;3.810,90;92,38;2,18;0,00;4.001,44;62,21;1,84;0;14;660;13.965;0;12;980;16.493;1;6;10;21;39;45;7;12;14;26;36;45;
1975;1975;2019-08-17;SÃO PAULO, SP;2.100.000,00;0,00;3.037,63;71,25;1,87;0,00;2.236,80;60,96;1,85;0;18;877;16.657;0;22;1.025;16.833;1;4;12;14;33;50;1;10;17;27;33;47;
1976;1976;2019-08-20;SÃO PAULO, SP;2.300.000,00;0,00;3.722,22;82,44;2,01;0,00;2.093,75;57,38;1,80;0;15;774;15.815;0;24;1.112;17.686;3;13;15;41;45;46;6;9;23;28;36;44;
1977;1977;2019-08-22;SÃO PAULO, SP;2.600.000,00;0,00;5.026,23;76,31;2,17;0,00;7.108,53;107,46;2,53;0;11;828;14.538;0;7;588;12.457;14;23;26;30;43;49;21;29;30;34;36;45;
1978;1978;2019-08-24;SÃO PAULO, SP;2.800.000,00;0,00;4.896,62;86,33;2,22;0,00;12.119,15;108,95;2,62;0;11;713;13.833;0;4;565;11.730;6;20;23;24;27;39;1;26;31;34;41;44;
1979;1979;2019-08-27;SÃO PAULO, SP;3.000.000,00;0,00;4.957,55;81,78;2,22;0,00;3.067,49;69,79;1,97;0;11;762;14.007;0;16;893;15.805;7;28;30;37;45;49;10;12;19;34;42;45;
1980;1980;2019-08-29;SÃO PAULO, SP;3.200.000,00;0,00;2.501,46;69,57;2,06;0,00;5.503,21;80,01;2,01;0;22;904;15.211;0;9;786;15.640;4;10;18;22;37;46;1;8;13;21;45;48;
1981;1981;2019-08-31;SÃO PAULO, SP;3.500.000,00;0,00;3.991,55;80,63;2,17;0,00;2.647,03;60,76;1,66;0;14;792;14.653;0;19;1.051;19.142;3;5;15;31;41;48;10;12;13;25;44;47;
1982;1982;2019-09-03;SÃO PAULO, SP;3.700.000,00;0,00;3.896,95;74,39;2,02;0,00;5.845,42;74,72;2,03;0;15;898;16.470;0;9;894;16.430;26;36;44;48;49;50;2;10;17;20;38;45;
1983;1983;2019-09-05;SÃO PAULO, SP;4.000.000,00;0,00;8.684,22;101,01;2,43;0,00;3.473,68;63,51;1,89;0;8;786;16.311;0;18;1.250;20.931;5;6;15;31;38;40;4;16;32;43;47;49;
1984;1984;2019-09-10;SÃO PAULO, SP;4.500.000,00;0,00;5.089,32;94,29;2,29;0,00;3.223,23;70,47;1,80;0;19;1.172;24.098;0;27;1.568;30.553;7;18;39;40;41;44;3;8;9;22;28;47;
1985;1985;2019-09-12;SÃO PAULO, SP;4.700.000,00;0,00;5.265,71;90,32;2,13;0,00;1.666,51;39,12;1,37;0;16;1.066;22.513;0;65;2.461;34.992;8;27;36;41;46;48;5;9;12;13;17;19;
1986;1986;2019-09-14;SÃO PAULO, SP;5.000.000,00;0,00;8.458,41;88,14;2,23;0,00;3.114,23;79,96;2,19;0;9;987;19.432;0;22;1.088;19.855;4;12;22;32;38;46;9;24;37;38;43;46;
1987;1987;2019-09-17;SÃO PAULO, SP;5.400.000,00;0,00;3.687,50;84,82;2,24;0,00;2.086,07;74,58;2,34;0;22;1.093;20.680;0;35;1.243;19.731;4;7;15;20;32;50;13;34;38;40;41;43;
1988;1988;2019-09-19;SÃO PAULO, SP;5.600.000,00;0,00;9.278,59;115,82;2,55;91.857,99;4.175,36;82,34;2,13;0;9;824;18.704;1;18;1.159;22.307;3;20;30;33;38;43;2;8;10;30;32;50;
1989;1989;2019-09-21;SÃO PAULO, SP;6.000.000,00;0,00;4.187,88;63,37;1,80;0,00;3.978,49;63,19;1,78;0;19;1.435;25.233;0;18;1.439;25.478;3;10;13;15;26;45;5;12;19;33;41;43;
1990;1990;2019-09-24;SÃO PAULO, SP;6.300.000,00;0,00;3.296,88;91,34;2,13;0,00;5.086,62;95,18;2,17;0;24;990;21.149;0;14;950;20.827;19;21;27;34;35;37;3;20;36;42;44;47;
1991;1991;2019-09-26;SÃO PAULO, SP;6.800.000,00;0,00;6.228,14;77,32;2,15;0,00;4.311,79;83,34;2,17;0;20;1.841;33.044;0;26;1.708;32.682;11;16;28;42;43;47;3;10;14;20;31;46;
1992;1992;2019-09-28;SÃO PAULO, SP;7.300.000,00;0,00;4.152,87;94,67;2,41;141.612,99;3.310,44;74,45;1,90;0;31;1.554;30.490;1;35;1.976;38.610;17;18;22;29;31;40;4;9;16;19;29;43;
1993;1993;2019-10-01;SÃO PAULO, SP;8.200.000,00;0,00;3.423,41;76,86;2,01;184.521,68;3.019,45;77,49;2,12;0;49;2.494;47.496;1;50;2.474;45.160;5;6;11;24;36;41;4;15;25;27;35;45;
1994;1994;2019-10-03;SÃO PAULO, SP;9.000.000,00;0,00;3.782,50;88,22;2,21;0,00;2.909,09;98,19;2,44;0;47;2.303;45.868;0;55;2.069;41.574;4;11;28;30;47;50;1;2;26;32;40;43;
1995;1995;2019-10-05;SÃO PAULO, SP;9.500.000,00;0,00;4.869,34;83,20;2,13;0,00;3.386,40;79,90;2,06;0;34;2.274;44.273;0;44;2.368;45.748;8;14;24;27;40;45;3;9;18;32;34;50;
1996;1996;2019-10-08;SÃO PAULO, SP;10.200.000,00;0,00;3.501,64;75,53;2,01;0,00;3.751,76;93,45;2,18;0;50;2.649;49.740;0;42;2.141;45.752;2;12;25;29;38;48;5;18;20;26;31;35;
1997;1997;2019-10-10;SÃO PAULO, SP;10.800.000,00;0,00;2.284,51;67,89;1,93;0,00;4.947,39;84,57;2,06;0;77;2.961;51.983;0;32;2.377;48.778;4;7;14;21;24;27;4;12;13;22;41;45;
1998;1998;2019-10-15;SÃO PAULO, SP;11.800.000,00;0,00;2.824,41;59,34;1,69;0,00;4.587,94;79,75;2,05;0;74;4.025;70.525;0;41;2.995;58.229;6;13;17;19;39;44;19;22;26;29;31;33;
1999;1999;2019-10-17;SÃO PAULO, SP;12.600.000,00;0,00;4.069,12;74,62;1,89;0,00;3.662,21;99,69;2,40;0;51;3.178;62.492;0;51;2.379;49.216;4;5;12;25;41;44;3;16;22;31;40;48;
2000;2000;2019-10-19;SÃO PAULO, SP;13.700.000,00;0,00;4.047,42;73,44;2,06;0,00;2.371,98;61,28;1,80;0;56;3.527;62.639;0;86;4.227;71.932;2;10;25;28;38;43;5;10;14;17;33;41;
2001;2001;2019-10-22;SÃO PAULO, SP;14.500.000,00;0,00;5.308,66;84,35;2,09;0,00;2.866,68;72,71;1,99;0;39;2.805;56.427;0;65;3.254;59.386;4;12;17;18;37;38;3;15;19;24;29;38;
2002;2002;2019-10-24;SÃO PAULO, SP;15.000.000,00;0,00;3.458,15;93,85;2,29;209.217,96;4.075,68;82,18;2,25;0;55;2.316;47.401;1;42;2.645;48.249;1;4;16;21;46;48;10;21;38;43;46;50;
2003;2003;2019-10-26;SÃO PAULO, SP;15.800.000,00;0,00;2.377,03;65,14;1,93;0,00;4.179,14;84,04;2,09;0;84;3.503;58.829;0;43;2.715;54.483;3;9;22;35;37;42;7;26;36;43;47;48;
2004;2004;2019-10-29;SÃO PAULO, SP;16.800.000,00;0,00;4.700,87;78,70;2,13;0,00;7.784,64;103,18;2,53;0;46;3.140;57.754;0;25;2.395;48.786;1;6;19;31;36;50;16;17;20;22;30;46;
2005;2005;2019-10-31;SÃO PAULO, SP;17.000.000,00;0,00;3.720,52;80,50;2,18;245.554,16;4.018,16;91,01;2,29;0;60;3.169;58.257;1;50;2.803;55.638;11;15;17;28;30;36;5;25;28;31;35;40;
2006;2006;2019-11-01;SÃO PAULO, SP;18.000.000,00;0,00;5.655,49;96,51;2,46;0,00;6.150,34;78,45;2,04;0;29;1.942;38.047;0;24;2.389;45.799;9;27;30;35;40;41;7;21;33;34;38;39;
2007;2007;2019-11-05;SÃO PAULO, SP;19.300.000,00;0,00;2.638,11;60,77;1,88;0,00;3.579,71;84,15;2,16;0;98;4.862;78.383;0;65;3.511;68.148;3;33;35;36;42;45;1;7;25;39;41;44;
2008;2008;2019-11-07;SÃO PAULO, SP;20.500.000,00;0,00;2.692,29;69,86;1,99;0,00;3.499,98;86,50;2,18;0;104;4.580;80.333;0;72;3.699;73.090;5;9;13;24;31;40;16;25;27;35;37;42;
2009;2009;2019-11-09;SÃO PAULO, SP;22.000.000,00;0,00;3.720,76;85,21;2,15;0,00;3.308,34;76,93;2,08;0;82;4.092;81.078;0;83;4.532;83.741;3;5;29;30;37;45;5;14;21;25;34;41;
2010;2010;2019-11-12;SÃO PAULO, SP;23.400.000,00;0,00;6.106,67;106,62;2,84;0,00;2.878,86;83,97;2,45;0;55;3.600;67.397;0;105;4.571;78.035;13;22;34;40;41;48;3;8;12;20;26;48;
2011;2011;2019-11-14;SÃO PAULO, SP;24.500.000,00;0,00;4.950,00;115,74;2,85;0,00;3.564,00;93,98;2,53;0;72;3.519;71.367;0;90;4.334;80.382;22;23;26;28;30;35;1;4;33;36;38;49;
2012;2012;2019-11-16;SÃO PAULO, SP;25.600.000,00;0,00;2.845,06;88,81;2,46;0,00;3.094,00;91,04;2,62;0;87;3.185;57.294;0;72;3.107;53.823;9;10;18;32;43;46;8;20;25;38;44;49;
2013;2013;2019-11-19;SÃO PAULO, SP;200.000,00;25.786.674,55;4.178,96;98,82;2,79;404.523,66;2.606,10;73,14;2,32;1;88;4.253;75.256;1;127;5.746;90.290;6;22;24;28;39;41;12;15;18;24;36;50;
2014;2014;2019-11-21;SÃO PAULO, SP;450.000,00;0,00;6.061,38;78,32;2,88;0,00;2.584,06;83,01;2,23;0;9;796;10.796;0;19;751;13.957;10;17;21;32;43;46;3;8;18;23;45;47;
2015;2015;2019-11-23;SÃO PAULO, SP;650.000,00;0,00;3.448,84;88,57;2,59;0,00;49.663,25;156,48;3,22;0;16;712;12.139;0;1;403;9.774;19;33;41;43;47;50;1;9;28;31;37;48;
2016;2016;2019-11-26;SÃO PAULO, SP;1.000.000,00;0,00;3.044,68;106,46;2,89;0,00;5.784,88;132,49;3,32;0;19;621;11.425;0;9;499;9.936;14;17;22;29;30;43;1;20;22;26;40;48;
2017;2017;2019-11-28;SÃO PAULO, SP;1.100.000,00;0,00;3.660,30;89,48;2,52;0,00;4.054,49;107,43;2,72;0;16;748;13.230;0;13;623;12.281;5;18;41;43;44;46;1;18;26;33;43;49;
2018;2018;2019-11-30;SÃO PAULO, SP;1.400.000,00;0,00;3.098,60;62,64;2,04;0,00;4.075,86;107,65;2,61;0;19;1.074;16.446;0;13;625;12.871;3;14;19;33;49;50;11;12;14;45;47;48;
2019;2019;2019-12-03;SÃO PAULO, SP;1.700.000,00;0,00;16.687,78;149,87;3,29;0,00;4.621,23;101,44;2,52;0;4;509;11.591;0;13;752;15.095;8;19;29;39;40;41;3;8;30;33;37;42;
2020;2020;2019-12-05;SÃO PAULO, SP;2.000.000,00;0,00;5.321,80;103,08;2,67;0,00;4.151,00;93,90;2,56;0;13;767;14.762;0;15;842;15.423;1;4;8;21;26;27;2;3;26;27;39;45;
2021;2021;2019-12-07;SÃO PAULO, SP;2.300.000,00;0,00;5.721,85;111,30;2,60;0,00;3.252,42;100,09;2,64;0;12;705;15.055;0;19;784;14.839;7;15;19;20;29;34;3;10;22;34;36;39;
2022;2022;2019-12-10;SÃO PAULO, SP;2.500.000,00;0,00;3.133,39;95,49;2,60;0,00;5.640,09;121,76;3,20;0;22;825;15.148;0;11;647;12.277;2;9;10;14;16;30;1;14;16;22;26;40;
2023;2023;2019-12-12;SÃO PAULO, SP;2.900.000,00;0,00;2.726,25;108,10;2,61;0,00;2.748,06;106,13;2,65;0;28;807;16.672;0;25;822;16.425;10;15;19;31;44;46;10;12;14;36;40;45;
2024;2024;2019-12-14;SÃO PAULO, SP;3.200.000,00;0,00;5.766,87;91,14;2,55;0,00;4.498,16;96,81;2,43;0;13;940;16.782;0;15;885;17.590;9;13;15;25;37;40;11;25;27;45;46;50;
2025;2025;2019-12-17;SÃO PAULO, SP;3.500.000,00;0,00;10.359,46;125,37;3,48;0,00;7.251,62;120,63;3,05;0;7;661;11.898;0;9;687;13.579;1;11;16;26;39;40;2;7;30;31;37;47;
2026;2026;2019-12-19;SÃO PAULO, SP;3.800.000,00;0,00;10.662,45;90,74;2,44;0,00;5.597,79;107,16;2,67;0;7;940;17.463;0;12;796;15.950;1;5;8;22;23;46;8;16;35;36;47;49;
2027;2027;2019-12-21;SÃO PAULO, SP;4.100.000,00;0,00;13.490,05;126,89;2,84;0,00;4.285,08;125,17;3,01;0;6;729;16.239;0;17;739;15.319;7;9;36;41;46;47;11;14;20;30;39;44;
2028;2028;2019-12-24;SÃO PAULO, SP;4.300.000,00;0,00;7.474,98;116,22;2,97;82.224,80;1.564,53;90,20;2,39;0;10;735;14.370;1;43;947;17.814;7;21;31;34;35;36;10;11;12;24;32;44;
2029;2029;2019-12-26;SÃO PAULO, SP;4.600.000,00;0,00;5.299,66;120,33;3,01;0,00;4.402,79;102,51;2,72;0;12;604;12.062;0;13;709;13.315;2;14;18;31;34;49;7;11;32;41;44;48;
2030;2030;2019-12-28;SÃO PAULO, SP;4.800.000,00;0,00;7.899,06;112,98;2,62;0,00;2.843,66;97,70;2,61;0;10;799;17.171;0;25;924;17.263;1;4;11;25;34;48;4;14;24;35;44;47;
2031;2031;2019-12-30;SÃO PAULO, SP;5.100.000,00;0,00;3.294,08;85,68;2,42;0,00;5.270,53;120,22;2,96;0;16;703;12.413;0;9;501;10.146;17;33;36;38;47;49;1;15;22;23;34;43;
2032;2032;2020-01-02;SÃO PAULO, SP;5.500.000,00;0,00;4.566,17;106,13;2,65;0,00;4.351,30;109,47;2,87;0;18;885;17.664;0;17;858;16.333;6;11;25;32;42;47;14;15;20;27;40;45;
2033;2033;2020-01-04;SÃO PAULO, SP;6.100.000,00;0,00;3.931,53;85,06;2,38;0,00;2.752,07;70,75;2,26;0;28;1.479;26.331;0;36;1.778;27.750;13;17;18;22;37;43;23;27;42;45;47;49;
2034;2034;2020-01-07;SÃO PAULO, SP;6.700.000,00;0,00;4.933,29;93,78;2,44;0,00;10.494,45;128,47;2,89;0;26;1.563;29.947;0;11;1.141;25.355;2;12;13;23;25;43;2;24;25;31;32;39;
2035;2035;2020-01-09;SÃO PAULO, SP;7.200.000,00;0,00;3.295,61;73,88;2,23;0,00;4.343,14;95,32;2,69;0;41;2.090;34.605;0;28;1.620;28.648;5;10;12;14;28;47;8;25;28;34;35;46;
2036;2036;2020-01-11;SÃO PAULO, SP;7.800.000,00;0,00;7.687,36;120,83;2,91;0,00;5.600,79;110,55;2,64;0;17;1.236;25.647;0;21;1.351;28.219;37;38;40;42;47;49;1;7;25;35;36;43;
2037;2037;2020-01-14;SÃO PAULO, SP;300.000,00;7.690.000,55;2.564,51;78,46;2,37;0,00;5.665,23;90,12;2,42;1;54;2.017;33.315;0;22;1.756;32.686;7;11;17;21;24;45;3;6;24;33;38;40;
2038;2038;2020-01-16;SÃO PAULO, SP;600.000,00;0,00;6.676,42;141,62;3,23;0,00;2.827,65;88,85;2,62;0;8;431;9.445;0;17;687;11.642;19;20;30;35;38;41;2;7;15;18;20;32;
2039;2039;2020-01-18;SÃO PAULO, SP;800.000,00;0,00;17.381,49;100,83;2,38;0,00;3.352,14;91,54;2,52;0;3;591;12.507;0;14;651;11.800;3;5;15;39;42;49;4;21;22;25;29;45;
2040;2040;2020-01-21;SÃO PAULO, SP;1.000.000,00;0,00;3.243,39;87,34;2,36;0,00;9.340,96;133,27;3,18;0;16;679;12.522;0;5;445;9.299;9;11;13;21;29;44;10;15;16;30;31;46;
